FeatureCode,DateCode,Measurement,Units,Value,DCLG Temporary Housing Types Concept Scheme
E07000141,2012 Q2,Households-Accommodated-By-LA,,7,LA / HA stock
E07000141,2017 Q2,Households-Accommodated-By-LA,,32,LA / HA stock
E07000141,2018 Q1,Households-Accommodated-By-LA,,8,Bed and breakfast
E07000141,2012 Q4,Households-Accommodated-By-LA,,7,All temporary housing types
E07000141,2014 Q4,Households-Accommodated-By-LA,,14,All temporary housing types
E07000141,2015 Q4,Households-Accommodated-By-LA,,8,All temporary housing types
E07000141,2016 Q1,Households-Accommodated-By-LA,,10,All temporary housing types
E07000141,2014 Q2,Households-Accommodated-By-LA,,15,LA / HA stock
E07000141,2012 Q1,Households-Accommodated-By-LA,,6,Bed and breakfast
E07000141,2013 Q4,Households-Accommodated-By-LA,,10,LA / HA stock
E07000141,2014 Q1,Households-Accommodated-By-LA,,11,LA / HA stock
E07000141,2016 Q3,Households-Accommodated-By-LA,,19,All temporary housing types
E07000141,2014 Q3,Households-Accommodated-By-LA,,12,LA / HA stock
E07000141,2013 Q1,Households-Accommodated-By-LA,,14,All temporary housing types
E07000141,2016 Q4,Households-Accommodated-By-LA,,19,LA / HA stock
E07000141,2017 Q4,Households-Accommodated-By-LA,,31,LA / HA stock
E07000141,2015 Q1,Households-Accommodated-By-LA,,14,All temporary housing types
E07000141,2014 Q2,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000141,2014 Q3,Households-Accommodated-By-LA,,19,All temporary housing types
E07000141,2018 Q1,Households-Accommodated-By-LA,,33,All temporary housing types
E07000141,2014 Q1,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000141,2011 Q4,Households-Accommodated-By-LA,,9,All temporary housing types
E07000141,2016 Q2,Households-Accommodated-By-LA,,14,LA / HA stock
E07000141,2011 Q3,Households-Accommodated-By-LA,,6,LA / HA stock
E07000141,2018 Q1,Households-Accommodated-By-LA,,25,LA / HA stock
E07000141,2012 Q3,Households-Accommodated-By-LA,,10,All temporary housing types
E07000141,2012 Q4,Households-Accommodated-By-LA,,5,LA / HA stock
E07000141,2013 Q4,Households-Accommodated-By-LA,,11,All temporary housing types
E07000141,2011 Q2,Households-Accommodated-By-LA,,12,All temporary housing types
E07000141,2012 Q2,Households-Accommodated-By-LA,,9,All temporary housing types
E07000141,2013 Q2,Households-Accommodated-By-LA,,5,LA / HA stock
E07000141,2014 Q2,Households-Accommodated-By-LA,,20,All temporary housing types
E07000141,2011 Q2,Households-Accommodated-By-LA,,11,LA / HA stock
E07000141,2013 Q1,Households-Accommodated-By-LA,,10,LA / HA stock
E07000141,2017 Q2,Households-Accommodated-By-LA,,33,All temporary housing types
E07000141,2013 Q3,Households-Accommodated-By-LA,,13,All temporary housing types
E07000141,2011 Q3,Households-Accommodated-By-LA,,10,All temporary housing types
E07000141,2017 Q1,Households-Accommodated-By-LA,,22,All temporary housing types
E07000141,2014 Q1,Households-Accommodated-By-LA,,18,All temporary housing types
E07000141,2015 Q2,Households-Accommodated-By-LA,,11,All temporary housing types
E07000173,2017 Q3,Households-Accommodated-By-LA,,11,LA / HA stock
E07000173,2016 Q2,Households-Accommodated-By-LA,,7,LA / HA stock
E07000173,2012 Q3,Households-Accommodated-By-LA,,19,All temporary housing types
E07000173,2016 Q4,Households-Accommodated-By-LA,,19,All temporary housing types
E07000173,2018 Q1,Households-Accommodated-By-LA,,8,Bed and breakfast
E07000173,2018 Q1,Households-Accommodated-By-LA,,9,LA / HA stock
E07000173,2015 Q3,Households-Accommodated-By-LA,,15,All temporary housing types
E07000173,2014 Q2,Households-Accommodated-By-LA,,7,LA / HA stock
E07000173,2017 Q2,Households-Accommodated-By-LA,,6,Hostels and womens refuge
E07000173,2016 Q1,Households-Accommodated-By-LA,,14,All temporary housing types
E07000173,2017 Q2,Households-Accommodated-By-LA,,10,LA / HA stock
E07000173,2016 Q3,Households-Accommodated-By-LA,,5,Hostels and womens refuge
E07000173,2017 Q1,Households-Accommodated-By-LA,,20,All temporary housing types
E07000173,2013 Q4,Households-Accommodated-By-LA,,9,LA / HA stock
E07000173,2016 Q3,Households-Accommodated-By-LA,,21,All temporary housing types
E07000173,2017 Q4,Households-Accommodated-By-LA,,8,Hostels and womens refuge
E07000173,2012 Q1,Households-Accommodated-By-LA,,19,All temporary housing types
E07000173,2013 Q4,Households-Accommodated-By-LA,,12,All temporary housing types
E07000173,2016 Q1,Households-Accommodated-By-LA,,8,LA / HA stock
E07000173,2012 Q2,Households-Accommodated-By-LA,,6,Other (including private landlord)
E07000173,2015 Q1,Households-Accommodated-By-LA,,8,LA / HA stock
E07000173,2014 Q4,Households-Accommodated-By-LA,,15,All temporary housing types
E07000173,2011 Q4,Households-Accommodated-By-LA,,6,LA / HA stock
E07000173,2014 Q3,Households-Accommodated-By-LA,,12,All temporary housing types
E07000173,2015 Q4,Households-Accommodated-By-LA,,7,LA / HA stock
E07000173,2011 Q3,Households-Accommodated-By-LA,,9,All temporary housing types
E07000173,2013 Q2,Households-Accommodated-By-LA,,11,All temporary housing types
E07000173,2014 Q3,Households-Accommodated-By-LA,,9,LA / HA stock
E07000173,2018 Q1,Households-Accommodated-By-LA,,23,All temporary housing types
E07000173,2012 Q2,Households-Accommodated-By-LA,,14,All temporary housing types
E07000173,2016 Q4,Households-Accommodated-By-LA,,6,Hostels and womens refuge
E07000173,2011 Q4,Households-Accommodated-By-LA,,10,All temporary housing types
E07000173,2015 Q4,Households-Accommodated-By-LA,,13,All temporary housing types
E07000173,2017 Q2,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000173,2013 Q3,Households-Accommodated-By-LA,,9,All temporary housing types
E07000173,2017 Q4,Households-Accommodated-By-LA,,24,All temporary housing types
E07000173,2016 Q4,Households-Accommodated-By-LA,,9,LA / HA stock
E07000173,2015 Q1,Households-Accommodated-By-LA,,17,All temporary housing types
E07000173,2014 Q1,Households-Accommodated-By-LA,,8,LA / HA stock
E07000173,2012 Q1,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000173,2017 Q2,Households-Accommodated-By-LA,,21,All temporary housing types
E07000173,2013 Q1,Households-Accommodated-By-LA,,15,All temporary housing types
E07000173,2013 Q3,Households-Accommodated-By-LA,,6,LA / HA stock
E07000173,2011 Q2,Households-Accommodated-By-LA,,13,All temporary housing types
E07000173,2016 Q2,Households-Accommodated-By-LA,,15,All temporary housing types
E07000173,2012 Q3,Households-Accommodated-By-LA,,6,Bed and breakfast
E07000173,2017 Q1,Households-Accommodated-By-LA,,8,Hostels and womens refuge
E07000173,2012 Q1,Households-Accommodated-By-LA,,6,Other (including private landlord)
E07000173,2015 Q1,Households-Accommodated-By-LA,,7,Bed and breakfast
E07000173,2017 Q4,Households-Accommodated-By-LA,,11,LA / HA stock
E07000173,2014 Q2,Households-Accommodated-By-LA,,11,All temporary housing types
E07000173,2012 Q3,Households-Accommodated-By-LA,,5,Other (including private landlord)
E07000173,2015 Q2,Households-Accommodated-By-LA,,9,LA / HA stock
E07000173,2017 Q3,Households-Accommodated-By-LA,,18,All temporary housing types
E07000173,2013 Q1,Households-Accommodated-By-LA,,5,Other (including private landlord)
E07000173,2018 Q1,Households-Accommodated-By-LA,,6,Hostels and womens refuge
E07000173,2015 Q2,Households-Accommodated-By-LA,,15,All temporary housing types
E07000173,2016 Q2,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000173,2017 Q4,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000173,2016 Q3,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000173,2014 Q1,Households-Accommodated-By-LA,,13,All temporary housing types
E07000173,2012 Q4,Households-Accommodated-By-LA,,14,All temporary housing types
E07000173,2017 Q1,Households-Accommodated-By-LA,,10,LA / HA stock
E07000173,2013 Q2,Households-Accommodated-By-LA,,5,Other (including private landlord)
E07000173,2015 Q3,Households-Accommodated-By-LA,,5,Hostels and womens refuge
E07000173,2014 Q4,Households-Accommodated-By-LA,,10,LA / HA stock
E07000173,2015 Q3,Households-Accommodated-By-LA,,9,LA / HA stock
E07000173,2016 Q3,Households-Accommodated-By-LA,,11,LA / HA stock
E07000154,2013 Q3,Households-Accommodated-By-LA,,18,Bed and breakfast
E07000154,2011 Q3,Households-Accommodated-By-LA,,23,All temporary housing types
E07000154,2012 Q4,Households-Accommodated-By-LA,,11,LA / HA stock
E07000154,2016 Q2,Households-Accommodated-By-LA,,96,All temporary housing types
E07000154,2017 Q1,Households-Accommodated-By-LA,,116,Bed and breakfast
E07000154,2016 Q1,Households-Accommodated-By-LA,,66,All temporary housing types
E07000154,2016 Q2,Households-Accommodated-By-LA,,56,LA / HA stock
E07000154,2012 Q2,Households-Accommodated-By-LA,,52,All temporary housing types
E07000154,2015 Q3,Households-Accommodated-By-LA,,75,All temporary housing types
E07000154,2018 Q1,Households-Accommodated-By-LA,,51,Bed and breakfast
E07000154,2012 Q3,Households-Accommodated-By-LA,,42,Bed and breakfast
E07000154,2012 Q4,Households-Accommodated-By-LA,,19,Bed and breakfast
E07000154,2017 Q2,Households-Accommodated-By-LA,,162,All temporary housing types
E07000154,2015 Q2,Households-Accommodated-By-LA,,28,Bed and breakfast
E07000154,2011 Q2,Households-Accommodated-By-LA,,33,All temporary housing types
E07000154,2018 Q1,Households-Accommodated-By-LA,,136,Private sector leased
E07000154,2012 Q3,Households-Accommodated-By-LA,,6,LA / HA stock
E07000154,2014 Q1,Households-Accommodated-By-LA,,22,Bed and breakfast
E07000154,2017 Q1,Households-Accommodated-By-LA,,48,LA / HA stock
E07000154,2015 Q4,Households-Accommodated-By-LA,,47,LA / HA stock
E07000154,2016 Q4,Households-Accommodated-By-LA,,70,Bed and breakfast
E07000154,2016 Q4,Households-Accommodated-By-LA,,54,LA / HA stock
E07000154,2016 Q2,Households-Accommodated-By-LA,,36,Bed and breakfast
E07000154,2011 Q4,Households-Accommodated-By-LA,,19,Bed and breakfast
E07000154,2015 Q3,Households-Accommodated-By-LA,,34,Bed and breakfast
E07000154,2013 Q4,Households-Accommodated-By-LA,,26,Bed and breakfast
E07000154,2017 Q4,Households-Accommodated-By-LA,,55,Bed and breakfast
E07000154,2016 Q1,Households-Accommodated-By-LA,,33,Bed and breakfast
E07000154,2014 Q1,Households-Accommodated-By-LA,,60,All temporary housing types
E07000154,2014 Q3,Households-Accommodated-By-LA,,66,All temporary housing types
E07000154,2013 Q2,Households-Accommodated-By-LA,,24,Bed and breakfast
E07000154,2018 Q1,Households-Accommodated-By-LA,,247,All temporary housing types
E07000154,2015 Q2,Households-Accommodated-By-LA,,45,LA / HA stock
E07000154,2017 Q3,Households-Accommodated-By-LA,,75,Bed and breakfast
E07000154,2012 Q1,Households-Accommodated-By-LA,,30,Bed and breakfast
E07000154,2013 Q2,Households-Accommodated-By-LA,,30,LA / HA stock
E07000154,2012 Q1,Households-Accommodated-By-LA,,9,LA / HA stock
E07000154,2012 Q2,Households-Accommodated-By-LA,,44,Bed and breakfast
E07000154,2018 Q1,Households-Accommodated-By-LA,,60,LA / HA stock
E07000154,2014 Q2,Households-Accommodated-By-LA,,22,Bed and breakfast
E07000154,2017 Q2,Households-Accommodated-By-LA,,22,Other (including private landlord)
E07000154,2014 Q2,Households-Accommodated-By-LA,,64,All temporary housing types
E07000154,2014 Q3,Households-Accommodated-By-LA,,41,LA / HA stock
E07000154,2013 Q2,Households-Accommodated-By-LA,,54,All temporary housing types
E07000154,2015 Q4,Households-Accommodated-By-LA,,83,All temporary housing types
E07000154,2017 Q3,Households-Accommodated-By-LA,,185,All temporary housing types
E07000154,2017 Q4,Households-Accommodated-By-LA,,220,All temporary housing types
E07000154,2013 Q3,Households-Accommodated-By-LA,,39,LA / HA stock
E07000154,2017 Q2,Households-Accommodated-By-LA,,48,LA / HA stock
E07000154,2016 Q3,Households-Accommodated-By-LA,,15,Other (including private landlord)
E07000154,2013 Q1,Households-Accommodated-By-LA,,44,All temporary housing types
E07000154,2012 Q2,Households-Accommodated-By-LA,,8,LA / HA stock
E07000154,2017 Q1,Households-Accommodated-By-LA,,164,All temporary housing types
E07000154,2017 Q2,Households-Accommodated-By-LA,,92,Bed and breakfast
E07000154,2015 Q3,Households-Accommodated-By-LA,,41,LA / HA stock
E07000154,2016 Q3,Households-Accommodated-By-LA,,135,All temporary housing types
E07000154,2015 Q4,Households-Accommodated-By-LA,,36,Bed and breakfast
E07000154,2017 Q3,Households-Accommodated-By-LA,,60,LA / HA stock
E07000154,2012 Q3,Households-Accommodated-By-LA,,48,All temporary housing types
E07000154,2016 Q3,Households-Accommodated-By-LA,,56,LA / HA stock
E07000154,2011 Q4,Households-Accommodated-By-LA,,32,All temporary housing types
E07000154,2014 Q4,Households-Accommodated-By-LA,,42,LA / HA stock
E07000154,2014 Q1,Households-Accommodated-By-LA,,38,LA / HA stock
E07000154,2012 Q1,Households-Accommodated-By-LA,,39,All temporary housing types
E07000154,2013 Q4,Households-Accommodated-By-LA,,71,All temporary housing types
E07000154,2014 Q4,Households-Accommodated-By-LA,,66,All temporary housing types
E07000154,2013 Q1,Households-Accommodated-By-LA,,18,Bed and breakfast
E07000154,2011 Q4,Households-Accommodated-By-LA,,13,LA / HA stock
E07000154,2013 Q3,Households-Accommodated-By-LA,,57,All temporary housing types
E07000154,2013 Q4,Households-Accommodated-By-LA,,45,LA / HA stock
E07000154,2017 Q3,Households-Accommodated-By-LA,,50,Other (including private landlord)
E07000154,2016 Q3,Households-Accommodated-By-LA,,64,Bed and breakfast
E07000154,2012 Q4,Households-Accommodated-By-LA,,33,All temporary housing types
E07000154,2015 Q1,Households-Accommodated-By-LA,,67,All temporary housing types
E07000154,2014 Q3,Households-Accommodated-By-LA,,25,Bed and breakfast
E07000154,2015 Q1,Households-Accommodated-By-LA,,20,Bed and breakfast
E07000154,2013 Q1,Households-Accommodated-By-LA,,26,LA / HA stock
E07000154,2015 Q2,Households-Accommodated-By-LA,,73,All temporary housing types
E07000154,2017 Q4,Households-Accommodated-By-LA,,102,Other (including private landlord)
E07000154,2016 Q1,Households-Accommodated-By-LA,,33,LA / HA stock
E07000154,2015 Q1,Households-Accommodated-By-LA,,47,LA / HA stock
E07000154,2014 Q4,Households-Accommodated-By-LA,,24,Bed and breakfast
E07000154,2016 Q4,Households-Accommodated-By-LA,,17,Other (including private landlord)
E07000154,2016 Q4,Households-Accommodated-By-LA,,141,All temporary housing types
E07000154,2014 Q2,Households-Accommodated-By-LA,,42,LA / HA stock
E07000154,2017 Q4,Households-Accommodated-By-LA,,63,LA / HA stock
E07000156,2012 Q1,Households-Accommodated-By-LA,,37,All temporary housing types
E07000156,2018 Q1,Households-Accommodated-By-LA,,21,LA / HA stock
E07000156,2013 Q1,Households-Accommodated-By-LA,,41,All temporary housing types
E07000156,2016 Q1,Households-Accommodated-By-LA,,24,LA / HA stock
E07000156,2015 Q4,Households-Accommodated-By-LA,,29,LA / HA stock
E07000156,2013 Q3,Households-Accommodated-By-LA,,37,All temporary housing types
E07000156,2017 Q4,Households-Accommodated-By-LA,,45,Other (including private landlord)
E07000156,2013 Q2,Households-Accommodated-By-LA,,24,Private sector leased
E07000156,2018 Q1,Households-Accommodated-By-LA,,25,Bed and breakfast
E07000156,2014 Q3,Households-Accommodated-By-LA,,29,All temporary housing types
E07000156,2014 Q1,Households-Accommodated-By-LA,,37,All temporary housing types
E07000156,2017 Q3,Households-Accommodated-By-LA,,82,All temporary housing types
E07000156,2015 Q1,Households-Accommodated-By-LA,,19,Bed and breakfast
E07000156,2016 Q1,Households-Accommodated-By-LA,,5,Other (including private landlord)
E07000156,2014 Q3,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000156,2016 Q4,Households-Accommodated-By-LA,,10,Other (including private landlord)
E07000156,2015 Q1,Households-Accommodated-By-LA,,43,All temporary housing types
E07000156,2015 Q1,Households-Accommodated-By-LA,,15,Private sector leased
E07000156,2017 Q2,Households-Accommodated-By-LA,,21,LA / HA stock
E07000156,2016 Q2,Households-Accommodated-By-LA,,25,LA / HA stock
E07000156,2014 Q3,Households-Accommodated-By-LA,,20,Private sector leased
E07000156,2015 Q3,Households-Accommodated-By-LA,,42,All temporary housing types
E07000156,2011 Q4,Households-Accommodated-By-LA,,32,Private sector leased
E07000156,2014 Q2,Households-Accommodated-By-LA,,23,Private sector leased
E07000156,2011 Q2,Households-Accommodated-By-LA,,34,Private sector leased
E07000156,2014 Q2,Households-Accommodated-By-LA,,10,Bed and breakfast
E07000156,2017 Q3,Households-Accommodated-By-LA,,25,LA / HA stock
E07000156,2017 Q2,Households-Accommodated-By-LA,,24,Other (including private landlord)
E07000156,2013 Q1,Households-Accommodated-By-LA,,27,Private sector leased
E07000156,2016 Q3,Households-Accommodated-By-LA,,28,LA / HA stock
E07000156,2011 Q4,Households-Accommodated-By-LA,,34,All temporary housing types
E07000156,2012 Q2,Households-Accommodated-By-LA,,9,Bed and breakfast
E07000156,2012 Q3,Households-Accommodated-By-LA,,36,All temporary housing types
E07000156,2013 Q4,Households-Accommodated-By-LA,,34,All temporary housing types
E07000156,2016 Q3,Households-Accommodated-By-LA,,50,All temporary housing types
E07000156,2016 Q3,Households-Accommodated-By-LA,,12,Other (including private landlord)
E07000156,2015 Q3,Households-Accommodated-By-LA,,15,Bed and breakfast
E07000156,2016 Q4,Households-Accommodated-By-LA,,25,LA / HA stock
E07000156,2012 Q2,Households-Accommodated-By-LA,,42,All temporary housing types
E07000156,2014 Q4,Households-Accommodated-By-LA,,7,Bed and breakfast
E07000156,2016 Q1,Households-Accommodated-By-LA,,48,All temporary housing types
E07000156,2015 Q4,Households-Accommodated-By-LA,,46,All temporary housing types
E07000156,2012 Q2,Households-Accommodated-By-LA,,33,Private sector leased
E07000156,2017 Q1,Households-Accommodated-By-LA,,14,LA / HA stock
E07000156,2015 Q4,Households-Accommodated-By-LA,,13,Bed and breakfast
E07000156,2015 Q2,Households-Accommodated-By-LA,,10,LA / HA stock
E07000156,2011 Q3,Households-Accommodated-By-LA,,34,Private sector leased
E07000156,2016 Q2,Households-Accommodated-By-LA,,17,Bed and breakfast
E07000156,2016 Q1,Households-Accommodated-By-LA,,19,Bed and breakfast
E07000156,2017 Q4,Households-Accommodated-By-LA,,91,All temporary housing types
E07000156,2017 Q3,Households-Accommodated-By-LA,,24,Bed and breakfast
E07000156,2012 Q4,Households-Accommodated-By-LA,,42,All temporary housing types
E07000156,2018 Q1,Households-Accommodated-By-LA,,54,Other (including private landlord)
E07000156,2014 Q4,Households-Accommodated-By-LA,,31,All temporary housing types
E07000156,2012 Q1,Households-Accommodated-By-LA,,33,Private sector leased
E07000156,2017 Q4,Households-Accommodated-By-LA,,22,LA / HA stock
E07000156,2013 Q2,Households-Accommodated-By-LA,,6,Bed and breakfast
E07000156,2017 Q1,Households-Accommodated-By-LA,,16,Other (including private landlord)
E07000156,2013 Q2,Households-Accommodated-By-LA,,33,All temporary housing types
E07000156,2015 Q2,Households-Accommodated-By-LA,,10,Private sector leased
E07000156,2016 Q3,Households-Accommodated-By-LA,,10,Bed and breakfast
E07000156,2017 Q4,Households-Accommodated-By-LA,,23,Bed and breakfast
E07000156,2011 Q3,Households-Accommodated-By-LA,,36,All temporary housing types
E07000156,2017 Q2,Households-Accommodated-By-LA,,20,Bed and breakfast
E07000156,2015 Q1,Households-Accommodated-By-LA,,6,LA / HA stock
E07000156,2011 Q2,Households-Accommodated-By-LA,,39,All temporary housing types
E07000156,2017 Q3,Households-Accommodated-By-LA,,32,Other (including private landlord)
E07000156,2013 Q3,Households-Accommodated-By-LA,,26,Private sector leased
E07000156,2012 Q4,Households-Accommodated-By-LA,,33,Private sector leased
E07000156,2012 Q4,Households-Accommodated-By-LA,,9,Bed and breakfast
E07000156,2015 Q2,Households-Accommodated-By-LA,,12,Bed and breakfast
E07000156,2014 Q4,Households-Accommodated-By-LA,,17,Private sector leased
E07000156,2015 Q3,Households-Accommodated-By-LA,,8,Private sector leased
E07000156,2015 Q2,Households-Accommodated-By-LA,,36,All temporary housing types
E07000156,2014 Q1,Households-Accommodated-By-LA,,27,Private sector leased
E07000156,2016 Q4,Households-Accommodated-By-LA,,10,Bed and breakfast
E07000156,2014 Q2,Households-Accommodated-By-LA,,37,All temporary housing types
E07000156,2012 Q3,Households-Accommodated-By-LA,,9,Bed and breakfast
E07000156,2017 Q1,Households-Accommodated-By-LA,,43,All temporary housing types
E07000156,2013 Q4,Households-Accommodated-By-LA,,28,Private sector leased
E07000156,2017 Q1,Households-Accommodated-By-LA,,13,Bed and breakfast
E07000156,2017 Q2,Households-Accommodated-By-LA,,66,All temporary housing types
E07000156,2018 Q1,Households-Accommodated-By-LA,,101,All temporary housing types
E07000156,2013 Q3,Households-Accommodated-By-LA,,7,Bed and breakfast
E07000156,2012 Q3,Households-Accommodated-By-LA,,26,Private sector leased
E07000156,2015 Q3,Households-Accommodated-By-LA,,16,LA / HA stock
E07000156,2016 Q2,Households-Accommodated-By-LA,,6,Other (including private landlord)
E07000156,2013 Q1,Households-Accommodated-By-LA,,10,Bed and breakfast
E07000156,2011 Q2,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000156,2014 Q1,Households-Accommodated-By-LA,,6,Bed and breakfast
E07000156,2016 Q4,Households-Accommodated-By-LA,,45,All temporary housing types
E07000156,2016 Q2,Households-Accommodated-By-LA,,48,All temporary housing types
E07000148,2014 Q1,Households-Accommodated-By-LA,,13,Bed and breakfast
E07000148,2012 Q1,Households-Accommodated-By-LA,,23,Other (including private landlord)
E07000148,2016 Q3,Households-Accommodated-By-LA,,22,Other (including private landlord)
E07000148,2013 Q2,Households-Accommodated-By-LA,,14,Bed and breakfast
E07000148,2015 Q4,Households-Accommodated-By-LA,,16,Other (including private landlord)
E07000148,2011 Q4,Households-Accommodated-By-LA,,17,Other (including private landlord)
E07000148,2017 Q3,Households-Accommodated-By-LA,,15,Bed and breakfast
E07000148,2013 Q3,Households-Accommodated-By-LA,,10,Bed and breakfast
E07000148,2016 Q2,Households-Accommodated-By-LA,,12,Bed and breakfast
E07000148,2012 Q2,Households-Accommodated-By-LA,,13,Bed and breakfast
E07000148,2015 Q3,Households-Accommodated-By-LA,,18,Other (including private landlord)
E07000148,2011 Q4,Households-Accommodated-By-LA,,43,All temporary housing types
E07000148,2016 Q4,Households-Accommodated-By-LA,,35,All temporary housing types
E07000148,2018 Q1,Households-Accommodated-By-LA,,30,Other (including private landlord)
E07000148,2012 Q2,Households-Accommodated-By-LA,,27,All temporary housing types
E07000148,2012 Q2,Households-Accommodated-By-LA,,12,Other (including private landlord)
E07000148,2012 Q1,Households-Accommodated-By-LA,,14,Bed and breakfast
E07000148,2016 Q1,Households-Accommodated-By-LA,,21,All temporary housing types
E07000148,2015 Q3,Households-Accommodated-By-LA,,14,Bed and breakfast
E07000148,2015 Q1,Households-Accommodated-By-LA,,8,Other (including private landlord)
E07000148,2013 Q4,Households-Accommodated-By-LA,,22,All temporary housing types
E07000148,2017 Q1,Households-Accommodated-By-LA,,13,Bed and breakfast
E07000148,2016 Q4,Households-Accommodated-By-LA,,10,Bed and breakfast
E07000148,2013 Q3,Households-Accommodated-By-LA,,19,All temporary housing types
E07000148,2014 Q3,Households-Accommodated-By-LA,,14,Bed and breakfast
E07000148,2014 Q1,Households-Accommodated-By-LA,,22,All temporary housing types
E07000148,2014 Q4,Households-Accommodated-By-LA,,11,Bed and breakfast
E07000148,2014 Q3,Households-Accommodated-By-LA,,24,All temporary housing types
E07000148,2013 Q2,Households-Accommodated-By-LA,,26,All temporary housing types
E07000148,2012 Q3,Households-Accommodated-By-LA,,25,Other (including private landlord)
E07000148,2018 Q1,Households-Accommodated-By-LA,,50,All temporary housing types
E07000148,2012 Q4,Households-Accommodated-By-LA,,5,Other (including private landlord)
E07000148,2016 Q1,Households-Accommodated-By-LA,,12,Other (including private landlord)
E07000148,2014 Q3,Households-Accommodated-By-LA,,9,Other (including private landlord)
E07000148,2016 Q2,Households-Accommodated-By-LA,,22,Other (including private landlord)
E07000148,2012 Q1,Households-Accommodated-By-LA,,39,All temporary housing types
E07000148,2013 Q4,Households-Accommodated-By-LA,,11,Bed and breakfast
E07000148,2016 Q1,Households-Accommodated-By-LA,,9,Bed and breakfast
E07000148,2011 Q3,Households-Accommodated-By-LA,,45,All temporary housing types
E07000148,2011 Q2,Households-Accommodated-By-LA,,15,Bed and breakfast
E07000148,2017 Q3,Households-Accommodated-By-LA,,27,Other (including private landlord)
E07000148,2017 Q2,Households-Accommodated-By-LA,,39,All temporary housing types
E07000148,2012 Q4,Households-Accommodated-By-LA,,9,Bed and breakfast
E07000148,2017 Q1,Households-Accommodated-By-LA,,30,All temporary housing types
E07000148,2017 Q2,Households-Accommodated-By-LA,,13,Bed and breakfast
E07000148,2013 Q1,Households-Accommodated-By-LA,,11,All temporary housing types
E07000148,2015 Q1,Households-Accommodated-By-LA,,19,All temporary housing types
E07000148,2014 Q1,Households-Accommodated-By-LA,,8,Other (including private landlord)
E07000148,2015 Q4,Households-Accommodated-By-LA,,29,All temporary housing types
E07000148,2011 Q2,Households-Accommodated-By-LA,,28,Other (including private landlord)
E07000148,2012 Q3,Households-Accommodated-By-LA,,17,Bed and breakfast
E07000148,2011 Q3,Households-Accommodated-By-LA,,19,Bed and breakfast
E07000148,2015 Q2,Households-Accommodated-By-LA,,21,All temporary housing types
E07000148,2014 Q2,Households-Accommodated-By-LA,,10,Other (including private landlord)
E07000148,2014 Q2,Households-Accommodated-By-LA,,11,Bed and breakfast
E07000148,2012 Q4,Households-Accommodated-By-LA,,16,All temporary housing types
E07000148,2016 Q3,Households-Accommodated-By-LA,,38,All temporary housing types
E07000148,2014 Q4,Households-Accommodated-By-LA,,8,Other (including private landlord)
E07000148,2013 Q2,Households-Accommodated-By-LA,,10,Other (including private landlord)
E07000148,2017 Q4,Households-Accommodated-By-LA,,35,Other (including private landlord)
E07000148,2015 Q2,Households-Accommodated-By-LA,,9,Bed and breakfast
E07000148,2015 Q1,Households-Accommodated-By-LA,,11,Bed and breakfast
E07000148,2016 Q3,Households-Accommodated-By-LA,,14,Bed and breakfast
E07000148,2017 Q3,Households-Accommodated-By-LA,,44,All temporary housing types
E07000148,2014 Q4,Households-Accommodated-By-LA,,19,All temporary housing types
E07000148,2016 Q2,Households-Accommodated-By-LA,,36,All temporary housing types
E07000148,2017 Q4,Households-Accommodated-By-LA,,52,All temporary housing types
E07000148,2015 Q4,Households-Accommodated-By-LA,,11,Bed and breakfast
E07000148,2011 Q2,Households-Accommodated-By-LA,,44,All temporary housing types
E07000148,2017 Q4,Households-Accommodated-By-LA,,15,Bed and breakfast
E07000148,2017 Q2,Households-Accommodated-By-LA,,24,Other (including private landlord)
E07000148,2015 Q3,Households-Accommodated-By-LA,,34,All temporary housing types
E07000148,2018 Q1,Households-Accommodated-By-LA,,18,Bed and breakfast
E07000148,2017 Q1,Households-Accommodated-By-LA,,15,Other (including private landlord)
E07000148,2013 Q1,Households-Accommodated-By-LA,,10,Bed and breakfast
E07000148,2014 Q2,Households-Accommodated-By-LA,,21,All temporary housing types
E07000148,2012 Q3,Households-Accommodated-By-LA,,44,All temporary housing types
E07000148,2011 Q3,Households-Accommodated-By-LA,,22,Other (including private landlord)
E07000148,2016 Q4,Households-Accommodated-By-LA,,23,Other (including private landlord)
E07000148,2013 Q3,Households-Accommodated-By-LA,,7,Other (including private landlord)
E07000148,2011 Q4,Households-Accommodated-By-LA,,24,Bed and breakfast
E07000148,2013 Q4,Households-Accommodated-By-LA,,10,Other (including private landlord)
E07000148,2015 Q2,Households-Accommodated-By-LA,,10,Other (including private landlord)
E07000144,2014 Q1,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000144,2015 Q4,Households-Accommodated-By-LA,,38,Private sector leased
E07000144,2017 Q3,Households-Accommodated-By-LA,,6,Other (including private landlord)
