,,All HRPs,White: Total,White: Scottish	,White: Other British	,White: Irish	,White: Other (1)	,Mixed or multiple ethnic groups	,Asian Asian Scottish or Asian British	,African,Caribbean or Black,Other ethnic groups
S01012683,One family household: Lone parent,50,50,48,0,2,0,0,0,0,0,0
S01012683,Other household types,15,15,14,0,1,0,0,0,0,0,0
S01012684,All households,219,216,199,16,0,1,0,3,0,0,0
S01012684,One person household,67,65,61,4,0,0,0,2,0,0,0
S01012684,One family household: Total,144,143,131,11,0,1,0,1,0,0,0
S01012684,One family household: All aged 65 and over,18,18,18,0,0,0,0,0,0,0,0
S01012684,One family household: Couple family,104,103,94,8,0,1,0,1,0,0,0
S01012684,One family household: Lone parent,22,22,19,3,0,0,0,0,0,0,0
S01012684,Other household types,8,8,7,1,0,0,0,0,0,0,0
S01012685,All households,334,332,314,13,2,3,1,0,0,0,1
S01012685,One person household,98,98,95,3,0,0,0,0,0,0,0
S01012685,One family household: Total,224,222,210,7,2,3,1,0,0,0,1
S01012685,One family household: All aged 65 and over,15,15,13,2,0,0,0,0,0,0,0
S01012685,One family household: Couple family,153,152,144,4,1,3,0,0,0,0,1
S01012685,One family household: Lone parent,56,55,53,1,1,0,1,0,0,0,0
S01012685,Other household types,12,12,9,3,0,0,0,0,0,0,0
S01012686,All households,434,432,384,32,8,8,0,1,0,1,0
S01012686,One person household,146,145,130,7,2,6,0,1,0,0,0
S01012686,One family household: Total,273,272,241,23,6,2,0,0,0,1,0
S01012686,One family household: All aged 65 and over,47,47,42,4,1,0,0,0,0,0,0
S01012686,One family household: Couple family,198,197,175,16,5,1,0,0,0,1,0
S01012686,One family household: Lone parent,28,28,24,3,0,1,0,0,0,0,0
S01012686,Other household types,15,15,13,2,0,0,0,0,0,0,0
S01012687,All households,235,235,206,24,4,1,0,0,0,0,0
S01012687,One person household,60,60,55,3,1,1,0,0,0,0,0
S01012687,One family household: Total,166,166,142,21,3,0,0,0,0,0,0
S01012687,One family household: All aged 65 and over,59,59,49,9,1,0,0,0,0,0,0
S01012687,One family household: Couple family,100,100,86,12,2,0,0,0,0,0,0
S01012687,One family household: Lone parent,7,7,7,0,0,0,0,0,0,0,0
S01012687,Other household types,9,9,9,0,0,0,0,0,0,0,0
S01012688,All households,449,442,394,36,1,11,1,6,0,0,0
S01012688,One person household,242,239,210,19,1,9,0,3,0,0,0
S01012688,One family household: Total,194,190,173,17,0,0,1,3,0,0,0
S01012688,One family household: All aged 65 and over,31,31,30,1,0,0,0,0,0,0,0
S01012688,One family household: Couple family,130,127,114,13,0,0,1,2,0,0,0
S01012688,One family household: Lone parent,33,32,29,3,0,0,0,1,0,0,0
S01012688,Other household types,13,13,11,0,0,2,0,0,0,0,0
S01012689,All households,185,183,155,24,3,1,0,0,0,1,1
S01012689,One person household,30,29,26,3,0,0,0,0,0,1,0
S01012689,One family household: Total,148,147,122,21,3,1,0,0,0,0,1
S01012689,One family household: All aged 65 and over,21,21,19,1,1,0,0,0,0,0,0
S01012689,One family household: Couple family,106,105,86,17,1,1,0,0,0,0,1
S01012689,One family household: Lone parent,21,21,17,3,1,0,0,0,0,0,0
S01012689,Other household types,7,7,7,0,0,0,0,0,0,0,0
S01012690,All households,202,201,180,19,2,0,0,0,0,0,1
S01012690,One person household,30,30,29,1,0,0,0,0,0,0,0
S01012690,One family household: Total,168,167,149,16,2,0,0,0,0,0,1
S01012690,One family household: All aged 65 and over,27,27,24,3,0,0,0,0,0,0,0
S01012690,One family household: Couple family,125,125,110,13,2,0,0,0,0,0,0
S01012690,One family household: Lone parent,16,15,15,0,0,0,0,0,0,0,1
S01012690,Other household types,4,4,2,2,0,0,0,0,0,0,0
S01012691,All households,296,292,253,32,2,5,0,1,0,0,3
S01012691,One person household,71,71,64,6,0,1,0,0,0,0,0
S01012691,One family household: Total,216,212,181,25,2,4,0,1,0,0,3
S01012691,One family household: All aged 65 and over,36,36,30,6,0,0,0,0,0,0,0
S01012691,One family household: Couple family,154,150,131,16,2,1,0,1,0,0,3
S01012691,One family household: Lone parent,26,26,20,3,0,3,0,0,0,0,0
S01012691,Other household types,9,9,8,1,0,0,0,0,0,0,0
S01012692,All households,334,331,290,31,5,5,1,2,0,0,0
S01012692,One person household,108,108,99,5,3,1,0,0,0,0,0
S01012692,One family household: Total,218,215,184,25,2,4,1,2,0,0,0
S01012692,One family household: All aged 65 and over,25,25,23,1,1,0,0,0,0,0,0
S01012692,One family household: Couple family,151,149,123,22,1,3,1,1,0,0,0
S01012692,One family household: Lone parent,42,41,38,2,0,1,0,1,0,0,0
S01012692,Other household types,8,8,7,1,0,0,0,0,0,0,0
S01012693,All households,321,318,262,46,4,6,0,3,0,0,0
S01012693,One person household,39,39,36,2,0,1,0,0,0,0,0
S01012693,One family household: Total,275,272,220,43,4,5,0,3,0,0,0
S01012693,One family household: All aged 65 and over,28,28,24,3,1,0,0,0,0,0,0
S01012693,One family household: Couple family,222,220,174,38,3,5,0,2,0,0,0
S01012693,One family household: Lone parent,25,24,22,2,0,0,0,1,0,0,0
S01012693,Other household types,7,7,6,1,0,0,0,0,0,0,0
S01012694,All households,200,199,188,9,0,2,0,1,0,0,0
S01012694,One person household,51,51,51,0,0,0,0,0,0,0,0
S01012694,One family household: Total,143,142,132,9,0,1,0,1,0,0,0
S01012694,One family household: All aged 65 and over,17,17,17,0,0,0,0,0,0,0,0
S01012694,One family household: Couple family,108,107,100,6,0,1,0,1,0,0,0
S01012694,One family household: Lone parent,18,18,15,3,0,0,0,0,0,0,0
S01012694,Other household types,6,6,5,0,0,1,0,0,0,0,0
S01012695,All households,306,302,265,31,4,2,0,4,0,0,0
S01012695,One person household,52,52,43,8,1,0,0,0,0,0,0
S01012695,One family household: Total,242,240,214,22,3,1,0,2,0,0,0
S01012695,One family household: All aged 65 and over,33,32,30,2,0,0,0,1,0,0,0
S01012695,One family household: Couple family,185,184,162,19,2,1,0,1,0,0,0
S01012695,One family household: Lone parent,24,24,22,1,1,0,0,0,0,0,0
S01012695,Other household types,12,10,8,1,0,1,0,2,0,0,0
S01012696,All households,272,269,234,25,4,6,0,3,0,0,0
S01012696,One person household,60,59,52,7,0,0,0,1,0,0,0
S01012696,One family household: Total,200,198,173,18,4,3,0,2,0,0,0
S01012696,One family household: All aged 65 and over,24,24,23,1,0,0,0,0,0,0,0
S01012696,One family household: Couple family,163,161,140,16,3,2,0,2,0,0,0
S01012696,One family household: Lone parent,13,13,10,1,1,1,0,0,0,0,0
S01012696,Other household types,12,12,9,0,0,3,0,0,0,0,0
S01012697,All households,197,197,168,25,1,3,0,0,0,0,0
S01012697,One person household,34,34,29,5,0,0,0,0,0,0,0
S01012697,One family household: Total,155,155,132,19,1,3,0,0,0,0,0
S01012697,One family household: All aged 65 and over,24,24,21,3,0,0,0,0,0,0,0
S01012697,One family household: Couple family,114,114,98,12,1,3,0,0,0,0,0
S01012697,One family household: Lone parent,17,17,13,4,0,0,0,0,0,0,0
S01012697,Other household types,8,8,7,1,0,0,0,0,0,0,0
S01012698,All households,339,336,312,19,5,0,0,3,0,0,0
S01012698,One person household,89,87,83,1,3,0,0,2,0,0,0
S01012698,One family household: Total,241,240,220,18,2,0,0,1,0,0,0
S01012698,One family household: All aged 65 and over,42,42,38,4,0,0,0,0,0,0,0
S01012698,One family household: Couple family,174,173,158,14,1,0,0,1,0,0,0
S01012698,One family household: Lone parent,25,25,24,0,1,0,0,0,0,0,0
S01012698,Other household types,9,9,9,0,0,0,0,0,0,0,0
S01012699,All households,429,429,390,27,7,5,0,0,0,0,0
S01012699,One person household,108,108,99,6,2,1,0,0,0,0,0
S01012699,One family household: Total,304,304,274,21,5,4,0,0,0,0,0
S01012699,One family household: All aged 65 and over,32,32,31,1,0,0,0,0,0,0,0
S01012699,One family household: Couple family,218,218,193,17,5,3,0,0,0,0,0
S01012699,One family household: Lone parent,54,54,50,3,0,1,0,0,0,0,0
S01012699,Other household types,17,17,17,0,0,0,0,0,0,0,0
S01012700,All households,320,314,293,16,1,4,0,3,2,0,1
S01012700,One person household,75,74,68,3,0,3,0,1,0,0,0
S01012700,One family household: Total,234,230,215,13,1,1,0,2,1,0,1
S01012700,One family household: All aged 65 and over,38,38,37,1,0,0,0,0,0,0,0
S01012700,One family household: Couple family,171,168,154,12,1,1,0,2,0,0,1
S01012700,One family household: Lone parent,25,24,24,0,0,0,0,0,1,0,0
S01012700,Other household types,11,10,10,0,0,0,0,0,1,0,0
S01012701,All households,221,217,208,7,0,2,0,4,0,0,0
S01012701,One person household,39,39,38,1,0,0,0,0,0,0,0
S01012701,One family household: Total,177,173,165,6,0,2,0,4,0,0,0
S01012701,One family household: All aged 65 and over,39,38,38,0,0,0,0,1,0,0,0
S01012701,One family household: Couple family,118,116,110,6,0,0,0,2,0,0,0
S01012701,One family household: Lone parent,20,19,17,0,0,2,0,1,0,0,0
S01012701,Other household types,5,5,5,0,0,0,0,0,0,0,0
S01012702,All households,254,248,231,8,5,4,1,4,0,0,1
S01012702,One person household,76,76,71,4,0,1,0,0,0,0,0
S01012702,One family household: Total,157,151,140,4,4,3,1,4,0,0,1
S01012702,One family household: All aged 65 and over,15,15,15,0,0,0,0,0,0,0,0
S01012702,One family household: Couple family,125,119,109,4,4,2,1,4,0,0,1
S01012702,One family household: Lone parent,17,17,16,0,0,1,0,0,0,0,0
S01012702,Other household types,21,21,20,0,1,0,0,0,0,0,0
S01012703,All households,205,198,195,3,0,0,0,6,0,0,1
S01012703,One person household,30,28,26,2,0,0,0,2,0,0,0
S01012703,One family household: Total,169,164,163,1,0,0,0,4,0,0,1
S01012703,One family household: All aged 65 and over,4,4,4,0,0,0,0,0,0,0,0
S01012703,One family household: Couple family,150,145,144,1,0,0,0,4,0,0,1
S01012703,One family household: Lone parent,15,15,15,0,0,0,0,0,0,0,0
S01012703,Other household types,6,6,6,0,0,0,0,0,0,0,0
S01012704,All households,329,327,313,9,2,3,0,1,0,0,1
S01012704,One person household,104,102,98,3,0,1,0,1,0,0,1
S01012704,One family household: Total,212,212,204,5,2,1,0,0,0,0,0
S01012704,One family household: All aged 65 and over,17,17,16,1,0,0,0,0,0,0,0
S01012704,One family household: Couple family,138,138,133,2,2,1,0,0,0,0,0
S01012704,One family household: Lone parent,57,57,55,2,0,0,0,0,0,0,0
S01012704,Other household types,13,13,11,1,0,1,0,0,0,0,0
S01012705,All households,257,244,226,12,3,3,0,11,0,0,2
S01012705,One person household,30,29,29,0,0,0,0,1,0,0,0
S01012705,One family household: Total,221,211,194,12,3,2,0,8,0,0,2
S01012705,One family household: All aged 65 and over,10,10,8,1,0,1,0,0,0,0,0
S01012705,One family household: Couple family,194,184,170,11,3,0,0,8,0,0,2
S01012705,One family household: Lone parent,17,17,16,0,0,1,0,0,0,0,0
S01012705,Other household types,6,4,3,0,0,1,0,2,0,0,0
S01012706,All households,297,296,289,2,2,3,0,1,0,0,0
S01012706,One person household,94,94,92,1,0,1,0,0,0,0,0
S01012706,One family household: Total,187,186,182,1,2,1,0,1,0,0,0
S01012706,One family household: All aged 65 and over,14,14,14,0,0,0,0,0,0,0,0
S01012706,One family household: Couple family,122,121,118,1,1,1,0,1,0,0,0
S01012706,One family household: Lone parent,51,51,50,0,1,0,0,0,0,0,0
S01012706,Other household types,16,16,15,0,0,1,0,0,0,0,0
S01012707,All households,322,313,295,12,4,2,0,9,0,0,0
S01012707,One person household,48,48,43,4,1,0,0,0,0,0,0
S01012707,One family household: Total,266,259,246,8,3,2,0,7,0,0,0
S01012707,One family household: All aged 65 and over,29,28,27,0,1,0,0,1,0,0,0
S01012707,One family household: Couple family,218,212,200,8,2,2,0,6,0,0,0
S01012707,One family household: Lone parent,19,19,19,0,0,0,0,0,0,0,0
S01012707,Other household types,8,6,6,0,0,0,0,2,0,0,0
S01012708,All households,332,330,320,6,1,3,0,2,0,0,0
S01012708,One person household,108,108,103,3,1,1,0,0,0,0,0
S01012708,One family household: Total,209,207,202,3,0,2,0,2,0,0,0
S01012708,One family household: All aged 65 and over,22,22,22,0,0,0,0,0,0,0,0
S01012708,One family household: Couple family,113,112,108,2,0,2,0,1,0,0,0
S01012708,One family household: Lone parent,74,73,72,1,0,0,0,1,0,0,0
S01012708,Other household types,15,15,15,0,0,0,0,0,0,0,0
S01012709,All households,253,249,233,9,4,3,0,4,0,0,0
S01012709,One person household,101,101,95,2,3,1,0,0,0,0,0
S01012709,One family household: Total,152,148,138,7,1,2,0,4,0,0,0
S01012709,One family household: All aged 65 and over,25,25,24,1,0,0,0,0,0,0,0
S01012709,One family household: Couple family,91,89,80,6,1,2,0,2,0,0,0
S01012709,One family household: Lone parent,36,34,34,0,0,0,0,2,0,0,0
S01012709,Other household types,0,0,0,0,0,0,0,0,0,0,0
S01012710,All households,356,353,333,7,5,8,1,2,0,0,0
S01012710,One person household,151,150,142,2,3,3,1,0,0,0,0
S01012710,One family household: Total,193,191,180,4,2,5,0,2,0,0,0
S01012710,One family household: All aged 65 and over,22,22,21,1,0,0,0,0,0,0,0
S01012710,One family household: Couple family,125,123,114,3,2,4,0,2,0,0,0
S01012710,One family household: Lone parent,46,46,45,0,0,1,0,0,0,0,0
S01012710,Other household types,12,12,11,1,0,0,0,0,0,0,0
S01012711,All households,435,431,417,9,2,3,1,2,1,0,0
S01012711,One person household,228,226,219,5,1,1,1,0,1,0,0
S01012711,One family household: Total,192,190,183,4,1,2,0,2,0,0,0
S01012711,One family household: All aged 65 and over,29,29,29,0,0,0,0,0,0,0,0
S01012711,One family household: Couple family,99,98,93,2,1,2,0,1,0,0,0
S01012711,One family household: Lone parent,64,63,61,2,0,0,0,1,0,0,0
S01012711,Other household types,15,15,15,0,0,0,0,0,0,0,0
S01012712,All households,335,324,305,13,4,2,0,11,0,0,0
S01012712,One person household,71,70,65,5,0,0,0,1,0,0,0
S01012712,One family household: Total,253,247,233,8,4,2,0,6,0,0,0
S01012712,One family household: All aged 65 and over,56,55,54,0,1,0,0,1,0,0,0
S01012712,One family household: Couple family,175,170,158,7,3,2,0,5,0,0,0
S01012712,One family household: Lone parent,22,22,21,1,0,0,0,0,0,0,0
S01012712,Other household types,11,7,7,0,0,0,0,4,0,0,0
S01012713,All households,329,325,300,16,7,2,0,3,1,0,0
S01012713,One person household,120,119,112,6,1,0,0,1,0,0,0
S01012713,One family household: Total,194,192,175,10,6,1,0,1,1,0,0
S01012713,One family household: All aged 65 and over,40,40,36,3,1,0,0,0,0,0,0
S01012713,One family household: Couple family,137,135,126,4,4,1,0,1,1,0,0
S01012713,One family household: Lone parent,17,17,13,3,1,0,0,0,0,0,0
S01012713,Other household types,15,14,13,0,0,1,0,1,0,0,0
S01012714,All households,264,263,247,12,2,2,0,1,0,0,0
S01012714,One person household,66,66,64,1,0,1,0,0,0,0,0
S01012714,One family household: Total,191,190,176,11,2,1,0,1,0,0,0
S01012714,One family household: All aged 65 and over,50,50,47,3,0,0,0,0,0,0,0
S01012714,One family household: Couple family,123,122,112,8,2,0,0,1,0,0,0
S01012714,One family household: Lone parent,18,18,17,0,0,1,0,0,0,0,0
S01012714,Other household types,7,7,7,0,0,0,0,0,0,0,0
S01012715,All households,411,394,372,10,3,9,1,15,1,0,0
S01012715,One person household,220,214,203,7,1,3,1,5,0,0,0
S01012715,One family household: Total,171,162,155,3,1,3,0,9,0,0,0
S01012715,One family household: All aged 65 and over,31,31,31,0,0,0,0,0,0,0,0
S01012715,One family household: Couple family,96,92,86,3,0,3,0,4,0,0,0
S01012715,One family household: Lone parent,44,39,38,0,1,0,0,5,0,0,0
S01012715,Other household types,20,18,14,0,1,3,0,1,1,0,0
S01012716,All households,369,364,331,17,7,9,0,5,0,0,0
S01012716,One person household,114,114,109,2,1,2,0,0,0,0,0
S01012716,One family household: Total,241,238,210,15,6,7,0,3,0,0,0
S01012716,One family household: All aged 65 and over,64,64,58,1,2,3,0,0,0,0,0
S01012716,One family household: Couple family,150,149,128,13,4,4,0,1,0,0,0
S01012716,One family household: Lone parent,27,25,24,1,0,0,0,2,0,0,0
S01012716,Other household types,14,12,12,0,0,0,0,2,0,0,0
S01012717,All households,581,574,539,14,5,16,0,3,0,0,4
S01012717,One person household,339,334,322,3,2,7,0,2,0,0,3
S01012717,One family household: Total,223,221,202,9,3,7,0,1,0,0,1
S01012717,One family household: All aged 65 and over,44,44,42,1,1,0,0,0,0,0,0
S01012717,One family household: Couple family,137,135,120,7,2,6,0,1,0,0,1
S01012717,One family household: Lone parent,42,42,40,1,0,1,0,0,0,0,0
S01012717,Other household types,19,19,15,2,0,2,0,0,0,0,0
S01012718,All households,489,474,432,15,9,18,0,12,2,0,1
S01012718,One person household,207,197,182,8,4,3,0,8,2,0,0
S01012718,One family household: Total,257,253,232,7,5,9,0,3,0,0,1
S01012718,One family household: All aged 65 and over,32,32,30,0,1,1,0,0,0,0,0
S01012718,One family household: Couple family,177,174,155,7,4,8,0,2,0,0,1
S01012718,One family household: Lone parent,48,47,47,0,0,0,0,1,0,0,0
S01012718,Other household types,25,24,18,0,0,6,0,1,0,0,0
S01012719,All households,438,412,373,18,9,12,3,18,2,0,3
S01012719,One person household,230,214,199,10,4,1,2,11,0,0,3
S01012719,One family household: Total,183,173,152,7,3,11,1,7,2,0,0
S01012719,One family household: All aged 65 and over,27,27,27,0,0,0,0,0,0,0,0
S01012719,One family household: Couple family,121,114,93,7,3,11,1,5,1,0,0
S01012719,One family household: Lone parent,35,32,32,0,0,0,0,2,1,0,0
S01012719,Other household types,25,25,22,1,2,0,0,0,0,0,0
S01012720,All households,318,299,271,14,2,12,0,12,1,0,6
S01012720,One person household,194,183,169,8,1,5,0,6,1,0,4
S01012720,One family household: Total,109,101,90,4,1,6,0,6,0,0,2
S01012720,One family household: All aged 65 and over,12,12,11,0,0,1,0,0,0,0,0
S01012720,One family household: Couple family,83,75,65,4,1,5,0,6,0,0,2
S01012720,One family household: Lone parent,14,14,14,0,0,0,0,0,0,0,0
S01012720,Other household types,15,15,12,2,0,1,0,0,0,0,0
S01012721,All households,288,282,268,7,2,5,0,1,1,1,3
S01012721,One person household,88,83,78,3,1,1,0,1,1,0,3
S01012721,One family household: Total,193,192,185,4,0,3,0,0,0,1,0
S01012721,One family household: All aged 65 and over,32,32,32,0,0,0,0,0,0,0,0
S01012721,One family household: Couple family,134,133,126,4,0,3,0,0,0,1,0
S01012721,One family household: Lone parent,27,27,27,0,0,0,0,0,0,0,0
S01012721,Other household types,7,7,5,0,1,1,0,0,0,0,0
S01012722,All households,413,401,380,13,5,3,0,7,2,3,0
S01012722,One person household,219,211,198,7,3,3,0,4,1,3,0
S01012722,One family household: Total,176,173,166,5,2,0,0,2,1,0,0
S01012722,One family household: All aged 65 and over,22,22,21,0,1,0,0,0,0,0,0
S01012722,One family household: Couple family,98,95,92,2,1,0,0,2,1,0,0
S01012722,One family household: Lone parent,56,56,53,3,0,0,0,0,0,0,0
S01012722,Other household types,18,17,16,1,0,0,0,1,0,0,0
S01012723,All households,358,352,339,10,0,3,1,4,1,0,0
S01012723,One person household,179,175,172,3,0,0,1,3,0,0,0
S01012723,One family household: Total,163,161,152,7,0,2,0,1,1,0,0
S01012723,One family household: All aged 65 and over,23,23,22,1,0,0,0,0,0,0,0
S01012723,One family household: Couple family,87,86,81,3,0,2,0,1,0,0,0
S01012723,One family household: Lone parent,53,52,49,3,0,0,0,0,1,0,0
S01012723,Other household types,16,16,15,0,0,1,0,0,0,0,0
S01012724,All households,412,405,378,17,6,4,0,5,2,0,0
S01012724,One person household,209,208,189,11,6,2,0,1,0,0,0
S01012724,One family household: Total,195,191,184,6,0,1,0,3,1,0,0
S01012724,One family household: All aged 65 and over,25,25,25,0,0,0,0,0,0,0,0
S01012724,One family household: Couple family,128,124,120,4,0,0,0,3,1,0,0
S01012724,One family household: Lone parent,42,42,39,2,0,1,0,0,0,0,0
S01012724,Other household types,8,6,5,0,0,1,0,1,1,0,0
S01012725,All households,494,470,431,13,9,17,0,17,6,0,1
S01012725,One person household,276,263,247,7,4,5,0,6,6,0,1
S01012725,One family household: Total,201,190,170,6,5,9,0,11,0,0,0
S01012725,One family household: All aged 65 and over,26,26,23,2,1,0,0,0,0,0,0
S01012725,One family household: Couple family,138,130,115,3,3,9,0,8,0,0,0
S01012725,One family household: Lone parent,37,34,32,1,1,0,0,3,0,0,0
S01012725,Other household types,17,17,14,0,0,3,0,0,0,0,0
S01012726,All households,283,276,265,7,3,1,0,5,1,1,0
S01012726,One person household,94,93,87,4,1,1,0,1,0,0,0
S01012726,One family household: Total,178,173,169,3,1,0,0,3,1,1,0
S01012726,One family household: All aged 65 and over,42,42,41,1,0,0,0,0,0,0,0
S01012726,One family household: Couple family,86,82,81,0,1,0,0,3,1,0,0
S01012726,One family household: Lone parent,50,49,47,2,0,0,0,0,0,1,0
S01012726,Other household types,11,10,9,0,1,0,0,1,0,0,0
S01012727,All households,294,293,282,8,0,3,0,0,1,0,0
S01012727,One person household,97,97,93,4,0,0,0,0,0,0,0
S01012727,One family household: Total,175,174,171,2,0,1,0,0,1,0,0
S01012727,One family household: All aged 65 and over,19,19,19,0,0,0,0,0,0,0,0
S01012727,One family household: Couple family,102,102,99,2,0,1,0,0,0,0,0
S01012727,One family household: Lone parent,54,53,53,0,0,0,0,0,1,0,0
S01012727,Other household types,22,22,18,2,0,2,0,0,0,0,0
S01012728,All households,339,336,305,16,1,14,0,1,1,0,1
S01012728,One person household,107,107,99,3,0,5,0,0,0,0,0
S01012728,One family household: Total,213,211,192,13,1,5,0,1,1,0,0
S01012728,One family household: All aged 65 and over,11,11,9,2,0,0,0,0,0,0,0
S01012728,One family household: Couple family,94,94,83,7,0,4,0,0,0,0,0
S01012728,One family household: Lone parent,108,106,100,4,1,1,0,1,1,0,0
S01012728,Other household types,19,18,14,0,0,4,0,0,0,0,1
S01012729,All households,346,341,317,13,2,9,0,4,0,1,0
S01012729,One person household,84,84,80,4,0,0,0,0,0,0,0
S01012729,One family household: Total,245,240,223,9,2,6,0,4,0,1,0
S01012729,One family household: All aged 65 and over,23,23,23,0,0,0,0,0,0,0,0
S01012729,One family household: Couple family,164,160,148,7,1,4,0,3,0,1,0
S01012729,One family household: Lone parent,58,57,52,2,1,2,0,1,0,0,0
S01012729,Other household types,17,17,14,0,0,3,0,0,0,0,0
S01012730,All households,266,266,253,6,1,6,0,0,0,0,0
S01012730,One person household,98,98,92,2,1,3,0,0,0,0,0
S01012730,One family household: Total,162,162,155,4,0,3,0,0,0,0,0
S01012730,One family household: All aged 65 and over,19,19,19,0,0,0,0,0,0,0,0
S01012730,One family household: Couple family,101,101,96,3,0,2,0,0,0,0,0
S01012730,One family household: Lone parent,42,42,40,1,0,1,0,0,0,0,0
S01012730,Other household types,6,6,6,0,0,0,0,0,0,0,0
S01012731,All households,335,333,318,5,3,7,0,1,1,0,0
S01012731,One person household,94,94,89,2,0,3,0,0,0,0,0
S01012731,One family household: Total,230,228,219,3,2,4,0,1,1,0,0
S01012731,One family household: All aged 65 and over,28,28,27,0,0,1,0,0,0,0,0
S01012731,One family household: Couple family,145,143,138,1,2,2,0,1,1,0,0
S01012731,One family household: Lone parent,57,57,54,2,0,1,0,0,0,0,0
S01012731,Other household types,11,11,10,0,1,0,0,0,0,0,0
S01012732,All households,292,290,280,7,1,2,0,1,1,0,0
S01012732,One person household,70,70,67,2,0,1,0,0,0,0,0
S01012732,One family household: Total,213,211,204,5,1,1,0,1,1,0,0
S01012732,One family household: All aged 65 and over,25,25,25,0,0,0,0,0,0,0,0
S01012732,One family household: Couple family,136,135,128,5,1,1,0,1,0,0,0
S01012732,One family household: Lone parent,52,51,51,0,0,0,0,0,1,0,0
S01012732,Other household types,9,9,9,0,0,0,0,0,0,0,0
S01012733,All households,364,357,323,23,8,3,0,6,0,0,1
S01012733,One person household,45,44,40,3,1,0,0,1,0,0,0
S01012733,One family household: Total,305,300,271,20,7,2,0,4,0,0,1
S01012733,One family household: All aged 65 and over,6,6,5,0,1,0,0,0,0,0,0
S01012733,One family household: Couple family,270,266,242,17,5,2,0,3,0,0,1
S01012733,One family household: Lone parent,29,28,24,3,1,0,0,1,0,0,0
S01012733,Other household types,14,13,12,0,0,1,0,1,0,0,0
S01012734,All households,198,192,173,11,3,5,0,5,0,0,1
S01012734,One person household,12,12,10,0,1,1,0,0,0,0,0
S01012734,One family household: Total,181,176,159,11,2,4,0,4,0,0,1
S01012734,One family household: All aged 65 and over,3,3,3,0,0,0,0,0,0,0,0
S01012734,One family household: Couple family,163,158,142,10,2,4,0,4,0,0,1
S01012734,One family household: Lone parent,15,15,14,1,0,0,0,0,0,0,0
S01012734,Other household types,5,4,4,0,0,0,0,1,0,0,0
S01012735,All households,213,210,204,1,4,1,0,0,1,1,1
S01012735,One person household,56,56,55,0,1,0,0,0,0,0,0
S01012735,One family household: Total,150,147,142,1,3,1,0,0,1,1,1
S01012735,One family household: All aged 65 and over,31,31,30,0,1,0,0,0,0,0,0
S01012735,One family household: Couple family,82,80,77,1,1,1,0,0,1,0,1
S01012735,One family household: Lone parent,37,36,35,0,1,0,0,0,0,1,0
S01012735,Other household types,7,7,7,0,0,0,0,0,0,0,0
S01012736,All households,376,370,342,18,4,6,0,4,2,0,0
S01012736,One person household,86,86,83,0,2,1,0,0,0,0,0
S01012736,One family household: Total,268,262,241,15,2,4,0,4,2,0,0
S01012736,One family household: All aged 65 and over,16,16,14,2,0,0,0,0,0,0,0
S01012736,One family household: Couple family,196,191,175,10,2,4,0,3,2,0,0
S01012736,One family household: Lone parent,56,55,52,3,0,0,0,1,0,0,0
S01012736,Other household types,22,22,18,3,0,1,0,0,0,0,0
S01012737,All households,329,321,308,5,0,8,1,5,1,0,1
S01012737,One person household,77,74,72,0,0,2,0,1,1,0,1
S01012737,One family household: Total,237,233,223,5,0,5,1,3,0,0,0
S01012737,One family household: All aged 65 and over,21,21,20,1,0,0,0,0,0,0,0
S01012737,One family household: Couple family,186,183,176,4,0,3,0,3,0,0,0
S01012737,One family household: Lone parent,30,29,27,0,0,2,1,0,0,0,0
S01012737,Other household types,15,14,13,0,0,1,0,1,0,0,0
S01012738,All households,255,248,236,6,4,2,1,6,0,0,0
S01012738,One person household,71,68,64,2,2,0,0,3,0,0,0
S01012738,One family household: Total,168,164,156,4,2,2,1,3,0,0,0
S01012738,One family household: All aged 65 and over,19,19,17,0,2,0,0,0,0,0,0
S01012738,One family household: Couple family,103,100,94,4,0,2,0,3,0,0,0
S01012738,One family household: Lone parent,46,45,45,0,0,0,1,0,0,0,0
S01012738,Other household types,16,16,16,0,0,0,0,0,0,0,0
S01012739,All households,289,262,234,19,5,4,0,27,0,0,0
S01012739,One person household,32,27,22,3,0,2,0,5,0,0,0
S01012739,One family household: Total,242,225,203,15,5,2,0,17,0,0,0
S01012739,One family household: All aged 65 and over,2,2,2,0,0,0,0,0,0,0,0
S01012739,One family household: Couple family,226,212,190,15,5,2,0,14,0,0,0
S01012739,One family household: Lone parent,14,11,11,0,0,0,0,3,0,0,0
S01012739,Other household types,15,10,9,1,0,0,0,5,0,0,0
S01012740,All households,308,291,267,17,2,5,0,15,1,1,0
S01012740,One person household,43,37,32,4,0,1,0,5,1,0,0
S01012740,One family household: Total,257,246,228,12,2,4,0,10,0,1,0
S01012740,One family household: All aged 65 and over,3,3,3,0,0,0,0,0,0,0,0
S01012740,One family household: Couple family,220,210,192,12,2,4,0,10,0,0,0
S01012740,One family household: Lone parent,34,33,33,0,0,0,0,0,0,1,0
S01012740,Other household types,8,8,7,1,0,0,0,0,0,0,0
S01012741,All households,272,268,256,10,2,0,0,3,1,0,0
S01012741,One person household,106,105,102,3,0,0,0,1,0,0,0
S01012741,One family household: Total,160,158,149,7,2,0,0,2,0,0,0
S01012741,One family household: All aged 65 and over,9,8,8,0,0,0,0,1,0,0,0
