time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,Category,CPP_End_first_6months,3_months,3_months_percent,3_months_transfer,3_months_transfer_percent,3_6_months,3_6_months_percent,6_months+,6_months+_percent
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Child Protection Plans ending during the first six months of the year,629,284,45.2,23,8.1,83,13.2,262,41.7
2014,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Child Protection Plans ending during the first six months of the year,11,0,0,0,0,0,0,11,100
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Child Protection Plans ending during the first six months of the year,819,319,38.9,c,c,157,19.2,341,41.6
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Child Protection Plans ending during the first six months of the year,235,44,18.7,17,38.6,40,17,151,64.3
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Child Protection Plans ending during the first six months of the year,140,20,14.3,0,0,27,19.3,93,66.4
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Child Protection Plans ending during the first six months of the year,133,22,16.5,0,0,17,12.8,94,70.7
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Child Protection Plans ending during the first six months of the year,197,70,35.5,7,10,47,23.9,80,40.6
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Child Protection Plans ending during the first six months of the year,134,21,15.7,0,0,30,22.4,83,61.9
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Child Protection Plans ending during the first six months of the year,131,20,15.3,c,c,56,42.7,55,42
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Child Protection Plans ending during the first six months of the year,319,50,15.7,7,14,77,24.1,192,60.2
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Child Protection Plans ending during the first six months of the year,221,54,24.4,11,20.4,57,25.8,110,49.8
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Child Protection Plans ending during the first six months of the year,89,31,34.8,0,0,16,18,42,47.2
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Child Protection Plans ending during the first six months of the year,181,82,45.3,0,0,37,20.4,62,34.3
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Child Protection Plans ending during the first six months of the year,296,87,29.4,10,11.5,38,12.8,171,57.8
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Child Protection Plans ending during the first six months of the year,171,32,18.7,0,0,39,22.8,100,58.5
2014,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Child Protection Plans ending during the first six months of the year,260,47,18.1,16,34,47,18.1,166,63.8
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Child Protection Plans ending during the first six months of the year,54,9,16.7,0,0,8,14.8,37,68.5
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Child Protection Plans ending during the first six months of the year,140,28,20,0,0,26,18.6,86,61.4
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Child Protection Plans ending during the first six months of the year,134,34,25.4,23,67.6,17,12.7,83,61.9
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Child Protection Plans ending during the first six months of the year,348,70,20.1,21,30,109,31.3,169,48.6
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Child Protection Plans ending during the first six months of the year,362,76,21,14,18.4,107,29.6,179,49.4
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Child Protection Plans ending during the first six months of the year,151,22,14.6,16,72.7,18,11.9,111,73.5
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Child Protection Plans ending during the first six months of the year,409,c,c,0,0,c,c,407,99.5
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Child Protection Plans ending during the first six months of the year,169,33,19.5,c,c,38,22.5,98,58
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Child Protection Plans ending during the first six months of the year,57,8,14,c,c,10,17.5,39,68.4
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Child Protection Plans ending during the first six months of the year,306,71,23.2,c,c,79,25.8,156,51
2014,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Child Protection Plans ending during the first six months of the year,101,7,6.9,c,c,21,20.8,73,72.3
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Child Protection Plans ending during the first six months of the year,76,11,14.5,0,0,11,14.5,54,71.1
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Child Protection Plans ending during the first six months of the year,148,45,30.4,0,0,35,23.6,68,45.9
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Child Protection Plans ending during the first six months of the year,132,44,33.3,6,13.6,33,25,55,41.7
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Child Protection Plans ending during the first six months of the year,264,40,15.2,0,0,68,25.8,156,59.1
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Child Protection Plans ending during the first six months of the year,537,123,22.9,c,c,169,31.5,245,45.6
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Child Protection Plans ending during the first six months of the year,55,12,21.8,c,c,14,25.5,29,52.7
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Child Protection Plans ending during the first six months of the year,525,97,18.5,26,26.8,127,24.2,301,57.3
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Child Protection Plans ending during the first six months of the year,98,29,29.6,6,20.7,21,21.4,48,49
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Child Protection Plans ending during the first six months of the year,29,6,20.7,0,0,9,31,14,48.3
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Child Protection Plans ending during the first six months of the year,247,29,11.7,c,c,39,15.8,179,72.5
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Child Protection Plans ending during the first six months of the year,85,29,34.1,11,37.9,11,12.9,45,52.9
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Child Protection Plans ending during the first six months of the year,102,16,15.7,9,56.3,9,8.8,77,75.5
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Child Protection Plans ending during the first six months of the year,107,26,24.3,c,c,21,19.6,59,55.1
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Child Protection Plans ending during the first six months of the year,179,51,28.5,0,0,37,20.7,91,50.8
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Child Protection Plans ending during the first six months of the year,452,221,48.9,9,4.1,61,13.5,170,37.6
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Child Protection Plans ending during the first six months of the year,47,19,40.4,c,c,9,19.1,19,40.4
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Child Protection Plans ending during the first six months of the year,256,89,34.8,c,c,63,24.6,93,36.3
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Child Protection Plans ending during the first six months of the year,24,c,c,0,0,c,c,21,87.5
2014,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Child Protection Plans ending during the first six months of the year,42,9,21.4,c,c,8,19,25,59.5
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Child Protection Plans ending during the first six months of the year,70,6,8.6,c,c,12,17.1,52,74.3
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Child Protection Plans ending during the first six months of the year,120,18,15,0,0,20,16.7,82,68.3
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,Bristol City of,Child Protection Plans ending during the first six months of the year,241,19,7.9,c,c,47,19.5,175,72.6
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Child Protection Plans ending during the first six months of the year,299,c,c,0,0,c,c,293,98
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Child Protection Plans ending during the first six months of the year,282,67,23.8,0,0,50,17.7,165,58.5
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Child Protection Plans ending during the first six months of the year,155,50,32.3,7,14,32,20.6,73,47.1
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Child Protection Plans ending during the first six months of the year,308,116,37.7,15,12.9,45,14.6,147,47.7
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles Of Scilly,Child Protection Plans ending during the first six months of the year,c,c,c,0,0,0,0,c,c
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Child Protection Plans ending during the first six months of the year,90,23,25.6,14,60.9,21,23.3,46,51.1
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Child Protection Plans ending during the first six months of the year,168,57,33.9,c,c,42,25,69,41.1
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Child Protection Plans ending during the first six months of the year,77,19,24.7,0,0,16,20.8,42,54.5
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Child Protection Plans ending during the first six months of the year,196,44,22.4,16,36.4,27,13.8,125,63.8
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Child Protection Plans ending during the first six months of the year,112,29,25.9,7,24.1,8,7.1,75,67
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Child Protection Plans ending during the first six months of the year,95,13,13.7,c,c,21,22.1,61,64.2
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Child Protection Plans ending during the first six months of the year,115,27,23.5,c,c,40,34.8,48,41.7
2014,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Child Protection Plans ending during the first six months of the year,184,22,12,7,31.8,45,24.5,117,63.6
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Child Protection Plans ending during the first six months of the year,97,10,10.3,8,80,8,8.2,79,81.4
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Child Protection Plans ending during the first six months of the year,c,c,c,c,c,c,c,0,0
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Child Protection Plans ending during the first six months of the year,96,c,c,c,c,c,c,85,88.5
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Child Protection Plans ending during the first six months of the year,88,21,23.9,0,0,12,13.6,55,62.5
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Child Protection Plans ending during the first six months of the year,197,69,35,27,39.1,46,23.4,82,41.6
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Child Protection Plans ending during the first six months of the year,77,30,39,7,23.3,8,10.4,39,50.6
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Child Protection Plans ending during the first six months of the year,52,9,17.3,c,c,16,30.8,27,51.9
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Child Protection Plans ending during the first six months of the year,112,10,8.9,6,60,12,10.7,90,80.4
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Child Protection Plans ending during the first six months of the year,124,27,21.8,10,37,8,6.5,89,71.8
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Child Protection Plans ending during the first six months of the year,142,51,35.9,9,17.6,23,16.2,68,47.9
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Child Protection Plans ending during the first six months of the year,142,25,17.6,10,40,12,8.5,105,73.9
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Child Protection Plans ending during the first six months of the year,149,31,20.8,c,c,25,16.8,93,62.4
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Child Protection Plans ending during the first six months of the year,107,18,16.8,c,c,24,22.4,65,60.7
2014,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Child Protection Plans ending during the first six months of the year,69,c,c,0,0,c,c,57,82.6
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Child Protection Plans ending during the first six months of the year,163,36,22.1,c,c,43,26.4,84,51.5
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Child Protection Plans ending during the first six months of the year,111,27,24.3,6,22.2,15,13.5,69,62.2
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Child Protection Plans ending during the first six months of the year,115,13,11.3,c,c,44,38.3,58,50.4
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Child Protection Plans ending during the first six months of the year,102,27,26.5,0,0,16,15.7,59,57.8
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Child Protection Plans ending during the first six months of the year,100,8,8,c,c,29,29,63,63
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Child Protection Plans ending during the first six months of the year,176,32,18.2,c,c,44,25,100,56.8
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Child Protection Plans ending during the first six months of the year,169,48,28.4,20,41.7,44,26,77,45.6
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Child Protection Plans ending during the first six months of the year,168,40,23.8,10,25,61,36.3,67,39.9
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Child Protection Plans ending during the first six months of the year,246,28,11.4,c,c,29,11.8,189,76.8
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Child Protection Plans ending during the first six months of the year,97,20,20.6,c,c,22,22.7,55,56.7
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Child Protection Plans ending during the first six months of the year,64,13,20.3,0,0,11,17.2,35,54.7
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Child Protection Plans ending during the first six months of the year,110,21,19.1,12,57.1,20,18.2,69,62.7
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Child Protection Plans ending during the first six months of the year,104,28,26.9,11,39.3,23,22.1,53,51
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Child Protection Plans ending during the first six months of the year,104,23,22.1,c,c,47,45.2,34,32.7
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Child Protection Plans ending during the first six months of the year,88,11,12.5,c,c,27,30.7,50,56.8
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Child Protection Plans ending during the first six months of the year,73,42,57.5,7,16.7,8,11,23,31.5
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Child Protection Plans ending during the first six months of the year,33,6,18.2,0,0,8,24.2,19,57.6
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Child Protection Plans ending during the first six months of the year,76,c,c,c,c,c,c,56,73.7
2014,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Child Protection Plans ending during the first six months of the year,95,25,26.3,0,0,22,23.2,48,50.5
2013,Reporting year,National,E92000001,England,,,,,,Child Protection Plans ending during the first six months of the year,24710,6070,24.6,930,15.3,4510,18.3,14620,59.2
2013,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Child Protection Plans ending during the first six months of the year,1820,420,23.3,50,12.3,320,17.4,1400,77
2013,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Child Protection Plans ending during the first six months of the year,3790,920,24.2,140,15.5,720,19,2310,61.1
2013,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Child Protection Plans ending during the first six months of the year,2560,610,23.7,90,14.5,580,22.5,1380,53.8
2013,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Child Protection Plans ending during the first six months of the year,1990,360,17.9,30,7.8,230,11.7,1400,70.3
2013,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Child Protection Plans ending during the first six months of the year,3080,1070,34.5,100,9.7,430,14,1590,51.4
2013,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Child Protection Plans ending during the first six months of the year,2330,530,22.9,90,17.4,500,21.7,1300,55.7
2013,Reporting year,Regional,E92000001,England,E12000007,London,,,,Child Protection Plans ending during the first six months of the year,3400,740,21.9,220,29.8,590,17.3,2070,60.9
2013,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Child Protection Plans ending during the first six months of the year,3530,920,26,130,14.6,760,21.6,1840,52.2
2013,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Child Protection Plans ending during the first six months of the year,2230,510,22.8,60,12.6,380,17,1340,60.1
2013,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Child Protection Plans ending during the first six months of the year,1400,300,21.7,120,39.3,220,15.9,870,62.5
2013,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Child Protection Plans ending during the first six months of the year,2000,440,22,100,23.4,370,18.2,1200,59.8
2013,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Child Protection Plans ending during the first six months of the year,85,21,24.7,0,0,13,15.3,51,60
2013,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Child Protection Plans ending during the first six months of the year,316,:,:,:,:,:,:,:,:
2013,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Child Protection Plans ending during the first six months of the year,113,c,c,0,0,c,c,108,95.6
2013,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Child Protection Plans ending during the first six months of the year,89,16,18,c,c,13,14.6,60,67.4
2013,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Child Protection Plans ending during the first six months of the year,127,18,14.2,c,c,12,9.4,97,76.4
2013,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Child Protection Plans ending during the first six months of the year,211,58,27.5,8,13.8,51,24.2,102,48.3
2013,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Child Protection Plans ending during the first six months of the year,114,12,10.5,c,c,12,10.5,90,78.9
2013,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Child Protection Plans ending during the first six months of the year,102,7,6.9,c,c,21,20.6,74,72.5
2013,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Child Protection Plans ending during the first six months of the year,110,22,20,10,45.5,24,21.8,64,58.2
2013,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Child Protection Plans ending during the first six months of the year,113,16,14.2,c,c,21,18.6,76,67.3
2013,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Child Protection Plans ending during the first six months of the year,170,52,30.6,0,0,32,18.8,86,50.6
2013,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Child Protection Plans ending during the first six months of the year,269,108,40.1,9,8.3,46,17.1,115,42.8
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Child Protection Plans ending during the first six months of the year,168,39,23.2,20,51.3,33,19.6,96,57.1
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Child Protection Plans ending during the first six months of the year,166,34,20.5,13,38.2,24,14.5,108,65.1
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Child Protection Plans ending during the first six months of the year,138,46,33.3,9,19.6,26,18.8,66,47.8
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Child Protection Plans ending during the first six months of the year,100,40,40,c,c,10,10,50,50
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Child Protection Plans ending during the first six months of the year,149,18,12.1,0,0,36,24.2,95,63.8
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Child Protection Plans ending during the first six months of the year,112,14,12.5,6,42.9,37,33,61,54.5
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Child Protection Plans ending during the first six months of the year,183,31,16.9,11,35.5,39,21.3,113,61.7
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Child Protection Plans ending during the first six months of the year,38,c,c,c,c,c,c,35,92.1
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Child Protection Plans ending during the first six months of the year,76,22,28.9,c,c,22,28.9,32,42.1
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Child Protection Plans ending during the first six months of the year,398,76,19.1,8,10.5,57,14.3,265,66.6
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Child Protection Plans ending during the first six months of the year,338,97,28.7,0,0,66,19.5,175,51.8
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Child Protection Plans ending during the first six months of the year,377,55,14.6,c,c,58,15.4,264,70
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Child Protection Plans ending during the first six months of the year,159,:,:,:,:,:,:,:,:
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Child Protection Plans ending during the first six months of the year,111,7,6.3,0,0,24,21.6,80,72.1
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Child Protection Plans ending during the first six months of the year,183,63,34.4,11,17.5,23,12.6,97,53
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Child Protection Plans ending during the first six months of the year,153,79,51.6,c,c,16,10.5,58,37.9
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Child Protection Plans ending during the first six months of the year,102,31,30.4,c,c,15,14.7,56,54.9
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Child Protection Plans ending during the first six months of the year,95,25,26.3,8,32,15,15.8,55,57.9
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Child Protection Plans ending during the first six months of the year,131,36,27.5,9,25,30,22.9,65,49.6
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Child Protection Plans ending during the first six months of the year,124,25,20.2,9,36,17,13.7,82,66.1
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Child Protection Plans ending during the first six months of the year,104,38,36.5,10,26.3,26,25,40,38.5
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Child Protection Plans ending during the first six months of the year,190,52,27.4,c,c,54,28.4,84,44.2
2013,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Child Protection Plans ending during the first six months of the year,191,44,23,c,c,60,31.4,87,45.5
2013,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Child Protection Plans ending during the first six months of the year,130,26,20,12,46.2,18,13.8,86,66.2
2013,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Child Protection Plans ending during the first six months of the year,190,22,11.6,c,c,39,20.5,129,67.9
2013,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Child Protection Plans ending during the first six months of the year,115,21,18.3,7,33.3,43,37.4,51,44.3
2013,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Child Protection Plans ending during the first six months of the year,174,26,14.9,6,23.1,31,17.8,117,67.2
2013,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Child Protection Plans ending during the first six months of the year,113,37,32.7,9,24.3,24,21.2,52,46
2013,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,Child Protection Plans ending during the first six months of the year,130,6,4.6,0,0,21,16.2,103,79.2
2013,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Child Protection Plans ending during the first six months of the year,154,52,33.8,0,0,31,20.1,71,46.1
2013,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Child Protection Plans ending during the first six months of the year,569,210,36.9,6,2.9,130,22.8,229,40.2
2013,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Child Protection Plans ending during the first six months of the year,78,15,19.2,8,53.3,20,25.6,43,55.1
2013,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Child Protection Plans ending during the first six months of the year,53,19,35.8,9,47.4,11,20.8,23,43.4
2013,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Child Protection Plans ending during the first six months of the year,247,83,33.6,13,15.7,50,20.2,114,46.2
2013,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Child Protection Plans ending during the first six months of the year,181,36,19.9,c,c,42,23.2,103,56.9
2013,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Child Protection Plans ending during the first six months of the year,148,20,13.5,0,0,59,39.9,69,46.6
2013,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Child Protection Plans ending during the first six months of the year,199,23,11.6,9,39.1,38,19.1,138,69.3
2013,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Child Protection Plans ending during the first six months of the year,75,10,13.3,c,c,18,24,47,62.7
2013,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Child Protection Plans ending during the first six months of the year,155,58,37.4,c,c,31,20,66,42.6
2013,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Child Protection Plans ending during the first six months of the year,303,93,30.7,0,0,52,17.2,158,52.1
2013,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Child Protection Plans ending during the first six months of the year,244,53,21.7,8,15.1,60,24.6,131,53.7
