time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percentage
2018,Reporting year,National,E92000001,England,Age,Under 1 year,Change in the status of a placement only,820,14
2018,Reporting year,National,E92000001,England,Age,Under 1 year,Change to/Implementation of care plan,3050,52
2018,Reporting year,National,E92000001,England,Age,Under 1 year,Child requests placement to end,10,~
2018,Reporting year,National,E92000001,England,Age,Under 1 year,Custody,z,z
2018,Reporting year,National,E92000001,England,Age,Under 1 year,Other,1480,25
2018,Reporting year,National,E92000001,England,Age,Under 1 year,Resignation or closure of provision,20,~
2018,Reporting year,National,E92000001,England,Age,Under 1 year,Responsible/Area authority requests placement to end,110,2
2018,Reporting year,National,E92000001,England,Age,Under 1 year,Standards of care concern,50,1
2018,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,All Placements,32640,61
2018,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Allegation (s47),340,1
2018,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Approval removed,130,~
2018,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Carer requests placement end other than due to childs behaviour,1770,5
2018,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Carer requests placement ends due to childs behaviour,3700,11
2018,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Change in the status of a placement only,5070,16
2018,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Change to/Implementation of care plan,11610,36
2018,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Child requests placement to end,1180,4
2018,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Custody,z,z
2018,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Other,7570,23
2018,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Resignation or closure of provision,230,1
2018,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Responsible/Area authority requests placement to end,620,2
2018,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Standards of care concern,420,1
2018,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,All Placements,890,2
2018,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Allegation (s47),10,1
2018,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Approval removed,c,c
2018,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Carer requests placement end other than due to childs behaviour,40,4
2018,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Carer requests placement ends due to childs behaviour,120,13
2018,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Change in the status of a placement only,130,14
2018,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Change to/Implementation of care plan,320,35
2018,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Child requests placement to end,20,3
2018,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Custody,z,z
2018,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Other,220,24
2018,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Resignation or closure of provision,10,1
2018,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Responsible/Area authority requests placement to end,10,1
2018,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Standards of care concern,20,2
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,All Placements,1470,3
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Allegation (s47),20,1
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Approval removed,c,c
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Carer requests placement end other than due to childs behaviour,70,5
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Carer requests placement ends due to childs behaviour,140,9
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Change in the status of a placement only,220,15
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Change to/Implementation of care plan,590,40
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Child requests placement to end,50,3
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Custody,z,z
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Other,310,21
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Resignation or closure of provision,10,1
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Responsible/Area authority requests placement to end,30,2
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Standards of care concern,30,2
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,All Placements,4800,9
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Allegation (s47),40,1
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Approval removed,10,~
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Carer requests placement end other than due to childs behaviour,280,6
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Carer requests placement ends due to childs behaviour,770,16
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Change in the status of a placement only,620,13
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Change to/Implementation of care plan,1540,32
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Child requests placement to end,220,5
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Custody,z,z
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Other,1150,24
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Resignation or closure of provision,40,1
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Responsible/Area authority requests placement to end,100,2
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Standards of care concern,40,1
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,All Placements,9130,17
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Allegation (s47),100,1
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Approval removed,30,~
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Carer requests placement end other than due to childs behaviour,490,5
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Carer requests placement ends due to childs behaviour,1210,13
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Change in the status of a placement only,1230,13
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Change to/Implementation of care plan,3230,35
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Child requests placement to end,410,5
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Custody,z,z
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Other,1970,22
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Resignation or closure of provision,60,1
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Responsible/Area authority requests placement to end,290,3
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Standards of care concern,120,1
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,All Placements,1220,2
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Allegation (s47),10,1
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Approval removed,0,0
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Carer requests placement end other than due to childs behaviour,40,3
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Carer requests placement ends due to childs behaviour,180,15
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Change in the status of a placement only,110,9
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Change to/Implementation of care plan,380,31
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Child requests placement to end,60,5
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Custody,z,z
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Other,380,31
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Resignation or closure of provision,10,~
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Responsible/Area authority requests placement to end,40,3
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Standards of care concern,10,1
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,All Placements,80,~
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Allegation (s47),c,c
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Approval removed,0,0
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Carer requests placement end other than due to childs behaviour,c,c
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Carer requests placement ends due to childs behaviour,10,16
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Change in the status of a placement only,10,9
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Change to/Implementation of care plan,30,38
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Child requests placement to end,c,c
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Custody,z,z
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Other,20,24
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Resignation or closure of provision,0,0
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Responsible/Area authority requests placement to end,c,c
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Standards of care concern,0,0
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,All Placements,3460,6
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Allegation (s47),10,~
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Approval removed,10,~
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Carer requests placement end other than due to childs behaviour,140,4
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Carer requests placement ends due to childs behaviour,270,8
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Change in the status of a placement only,380,11
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Change to/Implementation of care plan,1290,37
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Child requests placement to end,320,9
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Custody,z,z
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Other,880,26
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Resignation or closure of provision,40,1
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Responsible/Area authority requests placement to end,80,2
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Standards of care concern,30,1
2018,Reporting year,National,E92000001,England,Category of need,Total,All Placements,53680,100
2018,Reporting year,National,E92000001,England,Category of need,Total,Allegation (s47),520,1
2018,Reporting year,National,E92000001,England,Category of need,Total,Approval removed,190,~
2018,Reporting year,National,E92000001,England,Category of need,Total,Carer requests placement end other than due to childs behaviour,2820,5
2018,Reporting year,National,E92000001,England,Category of need,Total,Carer requests placement ends due to childs behaviour,6400,12
2018,Reporting year,National,E92000001,England,Category of need,Total,Change in the status of a placement only,7770,14
2018,Reporting year,National,E92000001,England,Category of need,Total,Change to/Implementation of care plan,18990,35
2018,Reporting year,National,E92000001,England,Category of need,Total,Child requests placement to end,2270,4
2018,Reporting year,National,E92000001,England,Category of need,Total,Custody,z,z
2018,Reporting year,National,E92000001,England,Category of need,Total,Other,12490,23
2018,Reporting year,National,E92000001,England,Category of need,Total,Resignation or closure of provision,400,1
2018,Reporting year,National,E92000001,England,Category of need,Total,Responsible/Area authority requests placement to end,1170,2
2018,Reporting year,National,E92000001,England,Category of need,Total,Standards of care concern,670,1
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,All Placements,9130,17
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Allegation (s47),50,1
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Approval removed,20,~
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Carer requests placement end other than due to childs behaviour,630,7
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Carer requests placement ends due to childs behaviour,860,9
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Change in the status of a placement only,930,10
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Change to/Implementation of care plan,3350,37
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Child requests placement to end,230,3
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Other,2660,29
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Resignation or closure of provision,40,~
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Responsible/Area authority requests placement to end,300,3
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Standards of care concern,60,1
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,All Placements,9430,18
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Allegation (s47),80,1
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Approval removed,40,~
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Carer requests placement end other than due to childs behaviour,540,6
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Carer requests placement ends due to childs behaviour,1380,15
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Change in the status of a placement only,1030,11
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Change to/Implementation of care plan,3120,33
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Child requests placement to end,370,4
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Other,2430,26
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Resignation or closure of provision,70,1
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Responsible/Area authority requests placement to end,250,3
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Standards of care concern,130,1
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,All Placements,13440,25
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Allegation (s47),140,1
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Approval removed,60,~
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Carer requests placement end other than due to childs behaviour,740,5
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Carer requests placement ends due to childs behaviour,1830,14
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Change in the status of a placement only,1820,14
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Change to/Implementation of care plan,4670,35
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Child requests placement to end,640,5
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Other,2960,22
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Resignation or closure of provision,90,1
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Responsible/Area authority requests placement to end,300,2
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Standards of care concern,210,2
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,All Placements,9630,18
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Allegation (s47),70,1
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Approval removed,50,1
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Carer requests placement end other than due to childs behaviour,410,4
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Carer requests placement ends due to childs behaviour,980,10
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Change in the status of a placement only,1380,14
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Change to/Implementation of care plan,3980,41
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Child requests placement to end,430,4
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Other,2040,21
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Resignation or closure of provision,70,1
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Responsible/Area authority requests placement to end,150,2
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Standards of care concern,90,1
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,All Placements,6940,13
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Allegation (s47),90,1
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Approval removed,20,~
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Carer requests placement end other than due to childs behaviour,280,4
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Carer requests placement ends due to childs behaviour,700,10
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Change in the status of a placement only,1350,19
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Change to/Implementation of care plan,2550,37
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Child requests placement to end,310,5
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Other,1390,20
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Resignation or closure of provision,70,1
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Responsible/Area authority requests placement to end,100,1
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Standards of care concern,80,1
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,All Placements,2300,4
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Allegation (s47),30,1
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Approval removed,c,c
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Carer requests placement end other than due to childs behaviour,100,4
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Carer requests placement ends due to childs behaviour,270,12
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Change in the status of a placement only,560,24
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Change to/Implementation of care plan,650,28
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Child requests placement to end,140,6
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Other,440,19
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Resignation or closure of provision,20,1
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Responsible/Area authority requests placement to end,40,2
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Standards of care concern,50,2
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,All Placements,1680,3
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Allegation (s47),40,2
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Approval removed,c,c
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Carer requests placement end other than due to childs behaviour,80,5
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Carer requests placement ends due to childs behaviour,210,12
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Change in the status of a placement only,410,24
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Change to/Implementation of care plan,440,26
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Child requests placement to end,90,5
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Other,330,20
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Resignation or closure of provision,20,1
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Responsible/Area authority requests placement to end,30,2
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Standards of care concern,40,2
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,All Placements,1020,2
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Allegation (s47),20,2
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Approval removed,c,c
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement end other than due to childs behaviour,50,5
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement ends due to childs behaviour,170,16
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change in the status of a placement only,270,26
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change to/Implementation of care plan,210,21
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Child requests placement to end,50,5
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Other,210,20
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Resignation or closure of provision,20,1
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Responsible/Area authority requests placement to end,10,1
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Standards of care concern,20,1
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,All Placements,110,~
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Allegation (s47),c,c
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Approval removed,0,0
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement end other than due to childs behaviour,c,c
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement ends due to childs behaviour,20,15
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change in the status of a placement only,30,25
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change to/Implementation of care plan,20,20
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Child requests placement to end,10,7
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Other,30,23
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Resignation or closure of provision,c,c
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Responsible/Area authority requests placement to end,c,c
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Standards of care concern,c,c
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,All Placements,53680,100
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Allegation (s47),520,1
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Approval removed,190,~
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement end other than due to childs behaviour,2820,5
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement ends due to childs behaviour,6400,12
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Change in the status of a placement only,7770,14
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Change to/Implementation of care plan,18990,35
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Child requests placement to end,2270,4
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Other,12490,23
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Resignation or closure of provision,400,1
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Responsible/Area authority requests placement to end,1170,2
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Standards of care concern,670,1
2018,Reporting year,National,E92000001,England,Gender,Female,All Placements,23940,45
2018,Reporting year,National,E92000001,England,Gender,Female,Allegation (s47),230,1
2018,Reporting year,National,E92000001,England,Gender,Female,Approval removed,90,~
2018,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement end other than due to childs behaviour,1250,5
2018,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement ends due to childs behaviour,2660,11
2018,Reporting year,National,E92000001,England,Gender,Female,Change in the status of a placement only,3470,14
2018,Reporting year,National,E92000001,England,Gender,Female,Change to/Implementation of care plan,8510,36
2018,Reporting year,National,E92000001,England,Gender,Female,Child requests placement to end,1150,5
2018,Reporting year,National,E92000001,England,Gender,Female,Custody,z,z
2018,Reporting year,National,E92000001,England,Gender,Female,Other,5620,23
2018,Reporting year,National,E92000001,England,Gender,Female,Resignation or closure of provision,160,1
2018,Reporting year,National,E92000001,England,Gender,Female,Responsible/Area authority requests placement to end,490,2
2018,Reporting year,National,E92000001,England,Gender,Female,Standards of care concern,320,1
2018,Reporting year,National,E92000001,England,Gender,Male,All Placements,29740,55
2018,Reporting year,National,E92000001,England,Gender,Male,Allegation (s47),290,1
2018,Reporting year,National,E92000001,England,Gender,Male,Approval removed,100,~
2018,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement end other than due to childs behaviour,1570,5
2018,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement ends due to childs behaviour,3750,13
2018,Reporting year,National,E92000001,England,Gender,Male,Change in the status of a placement only,4300,14
2018,Reporting year,National,E92000001,England,Gender,Male,Change to/Implementation of care plan,10480,35
2018,Reporting year,National,E92000001,England,Gender,Male,Child requests placement to end,1130,4
2018,Reporting year,National,E92000001,England,Gender,Male,Custody,z,z
2018,Reporting year,National,E92000001,England,Gender,Male,Other,6870,23
2018,Reporting year,National,E92000001,England,Gender,Male,Resignation or closure of provision,230,1
2018,Reporting year,National,E92000001,England,Gender,Male,Responsible/Area authority requests placement to end,680,2
2018,Reporting year,National,E92000001,England,Gender,Male,Standards of care concern,350,1
2018,Reporting year,National,E92000001,England,Gender,Total,All Placements,53680,100
2018,Reporting year,National,E92000001,England,Gender,Total,Allegation (s47),520,1
2018,Reporting year,National,E92000001,England,Gender,Total,Approval removed,190,~
