time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,in_touch,number,percentage
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,17 to 18 years,Young person no longer requires services,c,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,17 to 18 years,Young person refuses contact,c,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,19 to 21 years,Local authority in touch with care leaver,84,95
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,19 to 21 years,Local authority not in touch with care leaver,c,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,19 to 21 years,Total,88,100
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,19 to 21 years,Young person no longer requires services,c,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,19 to 21 years,Young person refuses contact,0,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,17 to 18 years,Local authority in touch with care leaver,43,90
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,17 to 18 years,Local authority not in touch with care leaver,0,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,17 to 18 years,Total,48,100
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,17 to 18 years,Young person no longer requires services,c,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,17 to 18 years,Young person refuses contact,c,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,19 to 21 years,Local authority in touch with care leaver,125,89
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,19 to 21 years,Local authority not in touch with care leaver,c,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,19 to 21 years,Total,141,100
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,19 to 21 years,Young person no longer requires services,9,6
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,19 to 21 years,Young person refuses contact,c,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,17 to 18 years,Local authority in touch with care leaver,72,91
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,17 to 18 years,Local authority not in touch with care leaver,c,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,17 to 18 years,Total,79,100
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,17 to 18 years,Young person no longer requires services,0,0
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,17 to 18 years,Young person refuses contact,c,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,19 to 21 years,Local authority in touch with care leaver,147,86
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,19 to 21 years,Local authority not in touch with care leaver,c,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,19 to 21 years,Total,171,100
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,19 to 21 years,Young person no longer requires services,c,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,19 to 21 years,Young person refuses contact,12,7
2018,Reporting year,National,E92000001,England,,,,,,17 to 18 years,Local authority in touch with care leaver,10270,93
2018,Reporting year,National,E92000001,England,,,,,,17 to 18 years,Local authority not in touch with care leaver,550,5
2018,Reporting year,National,E92000001,England,,,,,,17 to 18 years,Total,11030,100
2018,Reporting year,National,E92000001,England,,,,,,17 to 18 years,Young person no longer requires services,140,1
2018,Reporting year,National,E92000001,England,,,,,,17 to 18 years,Young person refuses contact,70,1
2018,Reporting year,National,E92000001,England,,,,,,19 to 21 years,Local authority in touch with care leaver,25120,88
2018,Reporting year,National,E92000001,England,,,,,,19 to 21 years,Local authority not in touch with care leaver,2040,7
2018,Reporting year,National,E92000001,England,,,,,,19 to 21 years,Total,28490,100
2018,Reporting year,National,E92000001,England,,,,,,19 to 21 years,Young person no longer requires services,760,3
2018,Reporting year,National,E92000001,England,,,,,,19 to 21 years,Young person refuses contact,570,2
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,17 to 18 years,Local authority in touch with care leaver,510,97
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,17 to 18 years,Local authority not in touch with care leaver,10,2
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,17 to 18 years,Total,520,100
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,17 to 18 years,Young person no longer requires services,c,c
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,17 to 18 years,Young person refuses contact,0,0
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Local authority in touch with care leaver,1260,94
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Local authority not in touch with care leaver,40,3
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Total,1340,100
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Young person no longer requires services,30,2
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,19 to 21 years,Young person refuses contact,10,1
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Local authority in touch with care leaver,1380,96
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Local authority not in touch with care leaver,40,3
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Total,1440,100
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Young person no longer requires services,10,1
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,17 to 18 years,Young person refuses contact,10,~
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Local authority in touch with care leaver,3310,92
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Local authority not in touch with care leaver,180,5
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Total,3590,100
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Young person no longer requires services,50,1
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,19 to 21 years,Young person refuses contact,40,1
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Local authority in touch with care leaver,860,94
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Local authority not in touch with care leaver,40,5
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Total,910,100
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Young person no longer requires services,10,1
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,17 to 18 years,Young person refuses contact,c,c
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Local authority in touch with care leaver,2050,92
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Local authority not in touch with care leaver,110,5
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Total,2230,100
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Young person no longer requires services,50,2
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,19 to 21 years,Young person refuses contact,30,1
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Local authority in touch with care leaver,740,93
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Local authority not in touch with care leaver,30,4
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Total,800,100
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Young person no longer requires services,20,3
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,17 to 18 years,Young person refuses contact,c,c
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Local authority in touch with care leaver,1840,90
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Local authority not in touch with care leaver,80,4
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Total,2050,100
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Young person no longer requires services,110,5
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,19 to 21 years,Young person refuses contact,20,1
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Local authority in touch with care leaver,1130,94
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Local authority not in touch with care leaver,50,5
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Total,1200,100
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Young person no longer requires services,10,1
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,17 to 18 years,Young person refuses contact,c,c
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Local authority in touch with care leaver,2810,90
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Local authority not in touch with care leaver,210,7
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Total,3140,100
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Young person no longer requires services,50,2
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,19 to 21 years,Young person refuses contact,70,2
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Local authority in touch with care leaver,1090,93
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Local authority not in touch with care leaver,70,6
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Total,1170,100
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Young person no longer requires services,10,1
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,17 to 18 years,Young person refuses contact,c,c
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Local authority in touch with care leaver,2500,86
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Local authority not in touch with care leaver,330,11
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Total,2910,100
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Young person no longer requires services,50,2
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,19 to 21 years,Young person refuses contact,40,1
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Local authority in touch with care leaver,2200,91
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Local authority not in touch with care leaver,160,7
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Total,2420,100
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Young person no longer requires services,40,2
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,17 to 18 years,Young person refuses contact,20,1
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,19 to 21 years,Local authority in touch with care leaver,5320,84
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,19 to 21 years,Local authority not in touch with care leaver,610,10
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,19 to 21 years,Total,6340,100
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,19 to 21 years,Young person no longer requires services,250,4
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,19 to 21 years,Young person refuses contact,160,3
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,17 to 18 years,Local authority in touch with care leaver,1500,90
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,17 to 18 years,Local authority not in touch with care leaver,100,6
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,17 to 18 years,Total,1660,100
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,17 to 18 years,Young person no longer requires services,30,2
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,17 to 18 years,Young person refuses contact,30,2
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,19 to 21 years,Local authority in touch with care leaver,3700,84
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,19 to 21 years,Local authority not in touch with care leaver,360,8
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,19 to 21 years,Total,4400,100
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,19 to 21 years,Young person no longer requires services,160,4
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,19 to 21 years,Young person refuses contact,180,4
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,17 to 18 years,Local authority in touch with care leaver,880,96
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,17 to 18 years,Local authority not in touch with care leaver,30,3
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,17 to 18 years,Total,920,100
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,17 to 18 years,Young person no longer requires services,10,1
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,17 to 18 years,Young person refuses contact,c,c
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,19 to 21 years,Local authority in touch with care leaver,2330,93
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,19 to 21 years,Local authority not in touch with care leaver,130,5
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,19 to 21 years,Total,2510,100
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,19 to 21 years,Young person no longer requires services,20,1
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,19 to 21 years,Young person refuses contact,30,1
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,17 to 18 years,Local authority in touch with care leaver,980,94
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,17 to 18 years,Local authority not in touch with care leaver,50,5
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,17 to 18 years,Total,1050,100
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,17 to 18 years,Young person no longer requires services,10,1
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,17 to 18 years,Young person refuses contact,10,1
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,19 to 21 years,Local authority in touch with care leaver,2270,85
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,19 to 21 years,Local authority not in touch with care leaver,230,8
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,19 to 21 years,Total,2690,100
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,19 to 21 years,Young person no longer requires services,130,5
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,19 to 21 years,Young person refuses contact,60,2
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,17 to 18 years,Local authority in touch with care leaver,1220,89
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,17 to 18 years,Local authority not in touch with care leaver,110,8
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,17 to 18 years,Total,1370,100
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,17 to 18 years,Young person no longer requires services,30,2
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,17 to 18 years,Young person refuses contact,10,1
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,19 to 21 years,Local authority in touch with care leaver,3050,83
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,19 to 21 years,Local authority not in touch with care leaver,380,10
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,19 to 21 years,Total,3650,100
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,19 to 21 years,Young person no longer requires services,120,3
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,19 to 21 years,Young person refuses contact,110,3
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,17 to 18 years,Local authority in touch with care leaver,30,97
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,17 to 18 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,17 to 18 years,Total,31,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,17 to 18 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,17 to 18 years,Young person refuses contact,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,19 to 21 years,Local authority in touch with care leaver,61,97
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,19 to 21 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,19 to 21 years,Total,63,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,19 to 21 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,19 to 21 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,17 to 18 years,Local authority in touch with care leaver,44,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,17 to 18 years,Local authority not in touch with care leaver,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,17 to 18 years,Total,44,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,17 to 18 years,Young person no longer requires services,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,17 to 18 years,Young person refuses contact,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,19 to 21 years,Local authority in touch with care leaver,111,92
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,19 to 21 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,19 to 21 years,Total,121,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,19 to 21 years,Young person no longer requires services,7,6
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,19 to 21 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,17 to 18 years,Local authority in touch with care leaver,24,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,17 to 18 years,Local authority not in touch with care leaver,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,17 to 18 years,Total,24,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,17 to 18 years,Young person no longer requires services,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,17 to 18 years,Young person refuses contact,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,19 to 21 years,Local authority in touch with care leaver,51,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,19 to 21 years,Local authority not in touch with care leaver,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,19 to 21 years,Total,51,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,19 to 21 years,Young person no longer requires services,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,19 to 21 years,Young person refuses contact,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,17 to 18 years,Local authority in touch with care leaver,40,95
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,17 to 18 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,17 to 18 years,Total,42,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,17 to 18 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,17 to 18 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,19 to 21 years,Local authority in touch with care leaver,108,95
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,19 to 21 years,Local authority not in touch with care leaver,6,5
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,19 to 21 years,Total,114,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,19 to 21 years,Young person no longer requires services,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,19 to 21 years,Young person refuses contact,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,17 to 18 years,Local authority in touch with care leaver,20,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,17 to 18 years,Local authority not in touch with care leaver,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,17 to 18 years,Total,20,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,17 to 18 years,Young person no longer requires services,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,17 to 18 years,Young person refuses contact,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,19 to 21 years,Local authority in touch with care leaver,62,93
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,19 to 21 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,19 to 21 years,Total,67,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,19 to 21 years,Young person no longer requires services,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,19 to 21 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,17 to 18 years,Local authority in touch with care leaver,60,97
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,17 to 18 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,17 to 18 years,Total,62,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,17 to 18 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,17 to 18 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,19 to 21 years,Local authority in touch with care leaver,146,91
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,19 to 21 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,19 to 21 years,Total,160,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,19 to 21 years,Young person no longer requires services,10,6
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,19 to 21 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,17 to 18 years,Local authority in touch with care leaver,55,96
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,17 to 18 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,17 to 18 years,Total,57,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,17 to 18 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,17 to 18 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,19 to 21 years,Local authority in touch with care leaver,86,92
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,19 to 21 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,19 to 21 years,Total,93,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,19 to 21 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,19 to 21 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,17 to 18 years,Local authority in touch with care leaver,60,95
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,17 to 18 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,17 to 18 years,Total,63,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,17 to 18 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,17 to 18 years,Young person refuses contact,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,19 to 21 years,Local authority in touch with care leaver,206,95
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,19 to 21 years,Local authority not in touch with care leaver,6,3
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,19 to 21 years,Total,217,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,19 to 21 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,19 to 21 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,17 to 18 years,Local authority in touch with care leaver,35,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,17 to 18 years,Local authority not in touch with care leaver,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,17 to 18 years,Total,35,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,17 to 18 years,Young person no longer requires services,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,17 to 18 years,Young person refuses contact,0,0
