time_period,time_identifier,geographic_level,country_name,country_code,school_phase,expenditure_type,expenditure_description,expenditure,expenditure_per_pupil
202021,Financial year,National,England,E92000001,PRU,Total expenditure,Total supplies and services,48.34,3840
202021,Financial year,National,England,E92000001,PRU,Total expenditure,Community expenditure,1.21,96
202021,Financial year,National,England,E92000001,PRU,Total expenditure,Total expenditure,364.4,28944
202021,Financial year,National,England,E92000001,PRU,Total expenditure,Total net expenditure,362.6,28801
202021,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Teaching Staff (E01),2810.86,3569
202021,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Supply teaching staff (E02),9.31,12
202021,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Education support staff (E03),514.56,653
202021,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Premises staff (E04),99.48,126
202021,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Administrative and clerical staff (E05),310.22,394
202021,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Catering staff (E06),30.7,39
202021,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Cost of other staff (E07),30.59,39
202021,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Indirect employee expenses (E08),28.11,36
202021,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Development and training (E09),11.8,15
202021,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Supply teacher insurance (E10),10.17,13
202021,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Staff related insurance (E11),4.59,6
202021,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Building maintenance and improvement (E12),86.08,109
202021,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Grounds maintenance and improvement (E13),10.9,14
202021,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Cleaning and caretaking (E14),57.97,74
202021,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Water and sewerage (E15),10.21,13
202021,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Energy (E16),60.68,77
202021,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Rates (E17),73.24,93
202021,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Other occupation costs (E18),29.26,37
202021,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),136.92,174
202021,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,ICT learning resources (E20),74.26,94
202021,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Exam fees (E21),53.77,68
202021,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Administrative supplies (E22),66.96,85
202021,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Other insurance premiums (E23),21.29,27
202021,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Special facilities (E24),20.91,27
202021,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Catering supplies (E25),62.37,79
202021,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Agency supply teaching staff (E26),55.96,71
202021,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Bought in professional services – curriculum (E27),64.29,82
202021,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",65.14,83
202021,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",104.56,133
202021,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Total bought in professional services (E28a/b),169.7,215
202021,Financial year,National,England,E92000001,Secondary,Finance related expenditure,Loan interest (E29),3.11,4
202021,Financial year,National,England,E92000001,Secondary,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),22.05,28
202021,Financial year,National,England,E92000001,Secondary,Community expenditure,Community focused school staff (E31),5.17,7
202021,Financial year,National,England,E92000001,Secondary,Community expenditure,Community focused school costs (E32),2.52,3
202021,Financial year,National,England,E92000001,Secondary,Capital expenditure,Acquisition of land and existing buildings (CE01),1.36,2
202021,Financial year,National,England,E92000001,Secondary,Capital expenditure,"New construction, conversion and renovation (CE02)",33.57,43
202021,Financial year,National,England,E92000001,Secondary,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",2.7,3
202021,Financial year,National,England,E92000001,Secondary,Capital expenditure,Information and communication technology (CE04),12.6,16
202021,Financial year,National,England,E92000001,Secondary,Total expenditure,Total supply staff costs,75.44,96
202021,Financial year,National,England,E92000001,Secondary,Total expenditure,Total staff costs,3786.16,4807
202021,Financial year,National,England,E92000001,Secondary,Total expenditure,Total premises costs,358.98,456
202021,Financial year,National,England,E92000001,Secondary,Total expenditure,Total occupation costs,287.74,365
202021,Financial year,National,England,E92000001,Secondary,Total expenditure,Total supplies and services,565.91,719
202021,Financial year,National,England,E92000001,Secondary,Total expenditure,Community expenditure,7.69,10
202021,Financial year,National,England,E92000001,Secondary,Total expenditure,Total expenditure,4925.96,6255
202021,Financial year,National,England,E92000001,Secondary,Total expenditure,Total net expenditure,4894.04,6214
202021,Financial year,National,England,E92000001,Special,Staff related expenditure,Teaching Staff (E01),742.38,8778
202021,Financial year,National,England,E92000001,Special,Staff related expenditure,Supply teaching staff (E02),4.79,57
202021,Financial year,National,England,E92000001,Special,Staff related expenditure,Education support staff (E03),669.23,7913
202021,Financial year,National,England,E92000001,Special,Staff related expenditure,Premises staff (E04),39.65,469
202021,Financial year,National,England,E92000001,Special,Staff related expenditure,Administrative and clerical staff (E05),98.33,1163
202021,Financial year,National,England,E92000001,Special,Staff related expenditure,Catering staff (E06),8.92,105
202021,Financial year,National,England,E92000001,Special,Staff related expenditure,Cost of other staff (E07),33.96,402
202021,Financial year,National,England,E92000001,Special,Staff related expenditure,Indirect employee expenses (E08),11.64,138
202021,Financial year,National,England,E92000001,Special,Staff related expenditure,Development and training (E09),7.87,93
202021,Financial year,National,England,E92000001,Special,Staff related expenditure,Supply teacher insurance (E10),6.27,74
202021,Financial year,National,England,E92000001,Special,Staff related expenditure,Staff related insurance (E11),3.86,46
202021,Financial year,National,England,E92000001,Special,Premises related expenditure,Building maintenance and improvement (E12),35.21,416
202021,Financial year,National,England,E92000001,Special,Premises related expenditure,Grounds maintenance and improvement (E13),3.47,41
202021,Financial year,National,England,E92000001,Special,Premises related expenditure,Cleaning and caretaking (E14),20.37,241
202021,Financial year,National,England,E92000001,Special,Premises related expenditure,Water and sewerage (E15),3.81,45
202021,Financial year,National,England,E92000001,Special,Premises related expenditure,Energy (E16),20.89,247
202021,Financial year,National,England,E92000001,Special,Premises related expenditure,Rates (E17),0.25,3
202021,Financial year,National,England,E92000001,Special,Premises related expenditure,Other occupation costs (E18),13.35,158
202021,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),44.11,522
202021,Financial year,National,England,E92000001,Special,Supplies and services expenditure,ICT learning resources (E20),18.46,218
202021,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Exam fees (E21),1.59,19
202021,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Administrative supplies (E22),17.75,210
202021,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Other insurance premiums (E23),5.89,70
202021,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Special facilities (E24),7.73,91
202021,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Catering supplies (E25),21.18,250
202021,Financial year,National,England,E92000001,Special,Staff related expenditure,Agency supply teaching staff (E26),31.54,373
202021,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Bought in professional services – curriculum (E27),41.73,493
202021,Financial year,National,England,E92000001,Special,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",34.84,412
202021,Financial year,National,England,E92000001,Special,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",9.54,113
202021,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Total bought in professional services (E28a/b),44.38,525
202021,Financial year,National,England,E92000001,Special,Finance related expenditure,Loan interest (E29),0.27,3
202021,Financial year,National,England,E92000001,Special,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),15.11,179
202021,Financial year,National,England,E92000001,Special,Community expenditure,Community focused school staff (E31),0.95,11
202021,Financial year,National,England,E92000001,Special,Community expenditure,Community focused school costs (E32),1.01,12
202021,Financial year,National,England,E92000001,Special,Capital expenditure,Acquisition of land and existing buildings (CE01),0.17,2
202021,Financial year,National,England,E92000001,Special,Capital expenditure,"New construction, conversion and renovation (CE02)",18.64,220
202021,Financial year,National,England,E92000001,Special,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",2.11,25
202021,Financial year,National,England,E92000001,Special,Capital expenditure,Information and communication technology (CE04),3.47,41
202021,Financial year,National,England,E92000001,Special,Total expenditure,Total supply staff costs,42.6,504
202021,Financial year,National,England,E92000001,Special,Total expenditure,Total staff costs,1609.87,19035
202021,Financial year,National,England,E92000001,Special,Total expenditure,Total premises costs,108.25,1280
202021,Financial year,National,England,E92000001,Special,Total expenditure,Total occupation costs,74.28,878
202021,Financial year,National,England,E92000001,Special,Total expenditure,Total supplies and services,168.02,1987
202021,Financial year,National,England,E92000001,Special,Total expenditure,Community expenditure,1.96,23
202021,Financial year,National,England,E92000001,Special,Total expenditure,Total expenditure,1960.84,23185
202021,Financial year,National,England,E92000001,Special,Total expenditure,Total net expenditure,1950.62,23065
202122,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Teaching Staff (E01),11207.34,3074
202122,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Supply teaching staff (E02),106.92,29
202122,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Education support staff (E03),4391.99,1205
202122,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Premises staff (E04),520.48,143
202122,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Administrative and clerical staff (E05),1208.88,332
202122,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Catering staff (E06),116.42,32
202122,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Cost of other staff (E07),490.83,135
202122,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Indirect employee expenses (E08),122.48,34
202122,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Development and training (E09),99.18,27
202122,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Supply teacher insurance (E10),99.92,27
202122,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Staff related insurance (E11),33.56,9
202122,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Building maintenance and improvement (E12),427.22,117
202122,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Grounds maintenance and improvement (E13),70.76,19
202122,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Cleaning and caretaking (E14),275.16,75
202122,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Water and sewerage (E15),65.57,18
202122,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Energy (E16),301.76,83
202122,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Rates (E17),285.71,78
202122,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Other occupation costs (E18),133.16,37
202122,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),814.12,223
202122,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,ICT learning resources (E20),278.25,76
202122,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Exam fees (E21),59.15,16
202122,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Administrative supplies (E22),241.73,66
202122,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Other insurance premiums (E23),98.7,27
202122,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Special facilities (E24),86.39,24
202122,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Catering supplies (E25),761.13,209
202122,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Agency supply teaching staff (E26),415,114
202122,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Bought in professional services – curriculum (E27),509.03,140
202122,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",461.45,127
202122,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",153.25,42
202122,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Total bought in professional services (E28a/b),614.7,169
202122,Financial year,National,England,E92000001,All LA maintained schools,Finance related expenditure,Loan interest (E29),2.36,1
202122,Financial year,National,England,E92000001,All LA maintained schools,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),115.12,32
202122,Financial year,National,England,E92000001,All LA maintained schools,Community expenditure,Community focused school staff (E31),76.75,21
202122,Financial year,National,England,E92000001,All LA maintained schools,Community expenditure,Community focused school costs (E32),18.71,5
202122,Financial year,National,England,E92000001,All LA maintained schools,Capital expenditure,Acquisition of land and existing buildings (CE01),3.78,1
202122,Financial year,National,England,E92000001,All LA maintained schools,Capital expenditure,"New construction, conversion and renovation (CE02)",165.11,45
202122,Financial year,National,England,E92000001,All LA maintained schools,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",16.1,4
202122,Financial year,National,England,E92000001,All LA maintained schools,Capital expenditure,Information and communication technology (CE04),53.36,15
202122,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total supply staff costs,621.83,171
202122,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total staff costs,18176.09,4985
202122,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total premises costs,1446.87,397
202122,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total occupation costs,1762.46,483
202122,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total supplies and services,2516.99,690
202122,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Community expenditure,95.47,26
202122,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total expenditure,23933.38,6564
202122,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total net expenditure,23555.79,6460
202122,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Teaching Staff (E01),70.82,2704
202122,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Supply teaching staff (E02),0.5,19
202122,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Education support staff (E03),103.6,3955
202122,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Premises staff (E04),6.49,248
202122,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Administrative and clerical staff (E05),21.48,820
202122,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Catering staff (E06),1.39,53
202122,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Cost of other staff (E07),7.48,286
202122,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Indirect employee expenses (E08),2.11,81
202122,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Development and training (E09),1.2,46
202122,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Supply teacher insurance (E10),0.73,28
202122,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Staff related insurance (E11),0.72,27
202122,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Building maintenance and improvement (E12),4.14,158
202122,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Grounds maintenance and improvement (E13),0.89,34
202122,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Cleaning and caretaking (E14),4.47,171
202122,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Water and sewerage (E15),0.72,27
202122,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Energy (E16),3.29,126
202122,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Rates (E17),4.5,172
202122,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Other occupation costs (E18),2.38,91
202122,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),4.58,175
202122,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,ICT learning resources (E20),1.76,67
202122,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Exam fees (E21),low,low
202122,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Administrative supplies (E22),3.31,127
202122,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Other insurance premiums (E23),1.01,39
202122,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Special facilities (E24),0.73,28
202122,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Catering supplies (E25),3.82,146
202122,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Agency supply teaching staff (E26),3.49,133
202122,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Bought in professional services – curriculum (E27),3.93,150
202122,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",8.78,335
202122,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",0.47,18
202122,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Total bought in professional services (E28a/b),9.25,353
202122,Financial year,National,England,E92000001,Nursery,Finance related expenditure,Loan interest (E29),low,low
202122,Financial year,National,England,E92000001,Nursery,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),0.42,16
202122,Financial year,National,England,E92000001,Nursery,Community expenditure,Community focused school staff (E31),9.42,360
202122,Financial year,National,England,E92000001,Nursery,Community expenditure,Community focused school costs (E32),2.41,92
202122,Financial year,National,England,E92000001,Nursery,Capital expenditure,Acquisition of land and existing buildings (CE01),0.09,4
202122,Financial year,National,England,E92000001,Nursery,Capital expenditure,"New construction, conversion and renovation (CE02)",1.96,75
202122,Financial year,National,England,E92000001,Nursery,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",0.12,5
202122,Financial year,National,England,E92000001,Nursery,Capital expenditure,Information and communication technology (CE04),0.35,13
202122,Financial year,National,England,E92000001,Nursery,Total expenditure,Total supply staff costs,4.71,180
202122,Financial year,National,England,E92000001,Nursery,Total expenditure,Total staff costs,212.12,8098
202122,Financial year,National,England,E92000001,Nursery,Total expenditure,Total premises costs,16.45,628
202122,Financial year,National,England,E92000001,Nursery,Total expenditure,Total occupation costs,17.11,653
202122,Financial year,National,England,E92000001,Nursery,Total expenditure,Total supplies and services,22.83,872
202122,Financial year,National,England,E92000001,Nursery,Total expenditure,Community expenditure,11.83,452
202122,Financial year,National,England,E92000001,Nursery,Total expenditure,Total expenditure,280.61,10713
202122,Financial year,National,England,E92000001,Nursery,Total expenditure,Total net expenditure,265.95,10153
202122,Financial year,National,England,E92000001,Primary,Staff related expenditure,Teaching Staff (E01),7425.01,2687
202122,Financial year,National,England,E92000001,Primary,Staff related expenditure,Supply teaching staff (E02),83.67,30
202122,Financial year,National,England,E92000001,Primary,Staff related expenditure,Education support staff (E03),3003.7,1087
202122,Financial year,National,England,E92000001,Primary,Staff related expenditure,Premises staff (E04),368.85,133
202122,Financial year,National,England,E92000001,Primary,Staff related expenditure,Administrative and clerical staff (E05),759.78,275
202122,Financial year,National,England,E92000001,Primary,Staff related expenditure,Catering staff (E06),74.49,27
202122,Financial year,National,England,E92000001,Primary,Staff related expenditure,Cost of other staff (E07),405.25,147
202122,Financial year,National,England,E92000001,Primary,Staff related expenditure,Indirect employee expenses (E08),72.99,26
202122,Financial year,National,England,E92000001,Primary,Staff related expenditure,Development and training (E09),70.9,26
202122,Financial year,National,England,E92000001,Primary,Staff related expenditure,Supply teacher insurance (E10),82.9,30
202122,Financial year,National,England,E92000001,Primary,Staff related expenditure,Staff related insurance (E11),25.25,9
202122,Financial year,National,England,E92000001,Primary,Premises related expenditure,Building maintenance and improvement (E12),271.76,98
202122,Financial year,National,England,E92000001,Primary,Premises related expenditure,Grounds maintenance and improvement (E13),52.24,19
202122,Financial year,National,England,E92000001,Primary,Premises related expenditure,Cleaning and caretaking (E14),189.91,69
202122,Financial year,National,England,E92000001,Primary,Premises related expenditure,Water and sewerage (E15),50.01,18
202122,Financial year,National,England,E92000001,Primary,Premises related expenditure,Energy (E16),201.34,73
202122,Financial year,National,England,E92000001,Primary,Premises related expenditure,Rates (E17),210.42,76
202122,Financial year,National,England,E92000001,Primary,Premises related expenditure,Other occupation costs (E18),84.17,30
202122,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),572.23,207
202122,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,ICT learning resources (E20),180.43,65
202122,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,Exam fees (E21),0.04,0
202122,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,Administrative supplies (E22),159.75,58
202122,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,Other insurance premiums (E23),73.25,27
202122,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,Special facilities (E24),49.41,18
202122,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,Catering supplies (E25),640.26,232
202122,Financial year,National,England,E92000001,Primary,Staff related expenditure,Agency supply teaching staff (E26),277.28,100
202122,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,Bought in professional services – curriculum (E27),354.32,128
202122,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",331.75,120
202122,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",37.03,13
202122,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,Total bought in professional services (E28a/b),368.77,133
202122,Financial year,National,England,E92000001,Primary,Finance related expenditure,Loan interest (E29),0.74,0
202122,Financial year,National,England,E92000001,Primary,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),64.72,23
202122,Financial year,National,England,E92000001,Primary,Community expenditure,Community focused school staff (E31),61.52,22
202122,Financial year,National,England,E92000001,Primary,Community expenditure,Community focused school costs (E32),13.6,5
202122,Financial year,National,England,E92000001,Primary,Capital expenditure,Acquisition of land and existing buildings (CE01),1.47,1
202122,Financial year,National,England,E92000001,Primary,Capital expenditure,"New construction, conversion and renovation (CE02)",98.87,36
202122,Financial year,National,England,E92000001,Primary,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",9.44,3
202122,Financial year,National,England,E92000001,Primary,Capital expenditure,Information and communication technology (CE04),35.53,13
202122,Financial year,National,England,E92000001,Primary,Total expenditure,Total supply staff costs,443.86,161
202122,Financial year,National,England,E92000001,Primary,Total expenditure,Total staff costs,12206.74,4418
202122,Financial year,National,England,E92000001,Primary,Total expenditure,Total premises costs,919.79,333
202122,Financial year,National,England,E92000001,Primary,Total expenditure,Total occupation costs,1333.94,483
202122,Financial year,National,England,E92000001,Primary,Total expenditure,Total supplies and services,1635.54,592
202122,Financial year,National,England,E92000001,Primary,Total expenditure,Community expenditure,75.13,27
202122,Financial year,National,England,E92000001,Primary,Total expenditure,Total expenditure,16184.26,5857
202122,Financial year,National,England,E92000001,Primary,Total expenditure,Total net expenditure,15904.74,5756
202122,Financial year,National,England,E92000001,PRU,Staff related expenditure,Teaching Staff (E01),170.07,13213
202122,Financial year,National,England,E92000001,PRU,Staff related expenditure,Supply teaching staff (E02),2.74,213
202122,Financial year,National,England,E92000001,PRU,Staff related expenditure,Education support staff (E03),66.79,5189
202122,Financial year,National,England,E92000001,PRU,Staff related expenditure,Premises staff (E04),4.88,379
202122,Financial year,National,England,E92000001,PRU,Staff related expenditure,Administrative and clerical staff (E05),24.66,1916
202122,Financial year,National,England,E92000001,PRU,Staff related expenditure,Catering staff (E06),0.66,51
202122,Financial year,National,England,E92000001,PRU,Staff related expenditure,Cost of other staff (E07),5.11,397
202122,Financial year,National,England,E92000001,PRU,Staff related expenditure,Indirect employee expenses (E08),3.89,302
202122,Financial year,National,England,E92000001,PRU,Staff related expenditure,Development and training (E09),1.93,150
202122,Financial year,National,England,E92000001,PRU,Staff related expenditure,Supply teacher insurance (E10),0.73,57
202122,Financial year,National,England,E92000001,PRU,Staff related expenditure,Staff related insurance (E11),0.46,36
202122,Financial year,National,England,E92000001,PRU,Premises related expenditure,Building maintenance and improvement (E12),5.82,452
202122,Financial year,National,England,E92000001,PRU,Premises related expenditure,Grounds maintenance and improvement (E13),0.51,40
202122,Financial year,National,England,E92000001,PRU,Premises related expenditure,Cleaning and caretaking (E14),3.5,272
202122,Financial year,National,England,E92000001,PRU,Premises related expenditure,Water and sewerage (E15),0.52,40
202122,Financial year,National,England,E92000001,PRU,Premises related expenditure,Energy (E16),3.1,241
202122,Financial year,National,England,E92000001,PRU,Premises related expenditure,Rates (E17),2.68,209
202122,Financial year,National,England,E92000001,PRU,Premises related expenditure,Other occupation costs (E18),3.24,251
202122,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),13.26,1030
202122,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,ICT learning resources (E20),3.74,291
202122,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,Exam fees (E21),1.15,90
202122,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,Administrative supplies (E22),3.86,300
202122,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,Other insurance premiums (E23),0.75,58
202122,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,Special facilities (E24),3.37,262
202122,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,Catering supplies (E25),3.47,270
202122,Financial year,National,England,E92000001,PRU,Staff related expenditure,Agency supply teaching staff (E26),12.21,949
202122,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,Bought in professional services – curriculum (E27),17.71,1376
202122,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",10.26,797
202122,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",0.8,62
202122,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,Total bought in professional services (E28a/b),11.06,859
202122,Financial year,National,England,E92000001,PRU,Finance related expenditure,Loan interest (E29),low,low
202122,Financial year,National,England,E92000001,PRU,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),1.69,132
202122,Financial year,National,England,E92000001,PRU,Community expenditure,Community focused school staff (E31),0.89,69
202122,Financial year,National,England,E92000001,PRU,Community expenditure,Community focused school costs (E32),0.07,6
202122,Financial year,National,England,E92000001,PRU,Capital expenditure,Acquisition of land and existing buildings (CE01),0.13,10
202122,Financial year,National,England,E92000001,PRU,Capital expenditure,"New construction, conversion and renovation (CE02)",2.3,179
202122,Financial year,National,England,E92000001,PRU,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",0.5,38
202122,Financial year,National,England,E92000001,PRU,Capital expenditure,Information and communication technology (CE04),0.78,61
202122,Financial year,National,England,E92000001,PRU,Total expenditure,Total supply staff costs,15.68,1218
202122,Financial year,National,England,E92000001,PRU,Total expenditure,Total staff costs,288.58,22421
202122,Financial year,National,England,E92000001,PRU,Total expenditure,Total premises costs,15.51,1205
202122,Financial year,National,England,E92000001,PRU,Total expenditure,Total occupation costs,14.42,1120
202122,Financial year,National,England,E92000001,PRU,Total expenditure,Total supplies and services,50.79,3946
202122,Financial year,National,England,E92000001,PRU,Total expenditure,Community expenditure,0.97,75
202122,Financial year,National,England,E92000001,PRU,Total expenditure,Total expenditure,372.84,28968
202122,Financial year,National,England,E92000001,PRU,Total expenditure,Total net expenditure,371.04,28828
202122,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Teaching Staff (E01),2778.1,3665
202122,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Supply teaching staff (E02),13.41,18
202122,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Education support staff (E03),516.11,681
202122,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Premises staff (E04),99.6,131
