time_period,time_identifier,geographic_level,country_name,country_code,school_phase,income_type,income_description,income,income_per_pupil
201920,Financial year,National,England,E92000001,PRU,Grant funding,Other grants payments (I07),12.1,786
201920,Financial year,National,England,E92000001,PRU,Self generated funding,Income from lettings (I08a),2.98,194
201920,Financial year,National,England,E92000001,PRU,Self generated funding,Income from facilities services (I08b),24.81,1612
201920,Financial year,National,England,E92000001,PRU,Self generated funding,Total income from lettings facilities services (I08ab),27.79,1806
201920,Financial year,National,England,E92000001,PRU,Self generated funding,Income from catering (I09),0.2,13
201920,Financial year,National,England,E92000001,PRU,Self generated funding,Receipts supply teacher insurance claims (I10),0.84,54
201920,Financial year,National,England,E92000001,PRU,Self generated funding,Receipts other  insurance claims (I11),0.54,35
201920,Financial year,National,England,E92000001,PRU,Self generated funding,Income contributions visits etc (I12),0.02,1
201920,Financial year,National,England,E92000001,PRU,Self generated funding,Donations and/or private funds (I13),0.19,12
201920,Financial year,National,England,E92000001,PRU,Grant funding,Pupil focussed extended school funding (I15),0.03,2
201920,Financial year,National,England,E92000001,PRU,Grant funding,Community focussed school funding (I16),0.11,7
201920,Financial year,National,England,E92000001,PRU,Self generated funding,Community focused facilities income (I17),0.86,56
201920,Financial year,National,England,E92000001,PRU,Grant funding,Coronavirus Job Retention Scheme (I18a),x,x
201920,Financial year,National,England,E92000001,PRU,Grant funding,Exceptional costs grant COVID-19 (I18b),x,x
201920,Financial year,National,England,E92000001,PRU,Grant funding,Income COVID-19 catch up package (I18c),x,x
201920,Financial year,National,England,E92000001,PRU,Grant funding,Other additional grants (I18d),1.24,80
201920,Financial year,National,England,E92000001,PRU,Grant funding,Total additional grant (I18 total),1.24,80
201920,Financial year,National,England,E92000001,PRU,Capital funding,Capital income (CI01),1.66,108
201920,Financial year,National,England,E92000001,PRU,Capital funding,Capital voluntary private income (CI03),0.03,2
201920,Financial year,National,England,E92000001,PRU,Capital funding,Capital direct revenue financing(CI04),0.94,61
201920,Financial year,National,England,E92000001,PRU,Total income,Total grant funding,355.01,23072
201920,Financial year,National,England,E92000001,PRU,Total income,Total direct grants,227.36,14776
201920,Financial year,National,England,E92000001,PRU,Total income,Total community grants,1.35,88
201920,Financial year,National,England,E92000001,PRU,Total income,Total targetted grants,126.29,8208
201920,Financial year,National,England,E92000001,PRU,Total income,Total self generated income,30.44,1978
201920,Financial year,National,England,E92000001,PRU,Total income,Total income,384.05,24959
201920,Financial year,National,England,E92000001,Secondary,Grant funding,Funds delegated by LA Pre16 (I01),4070.35,4971
201920,Financial year,National,England,E92000001,Secondary,Grant funding,Funds delegated by LA VIthForm (I02),373.17,4591
201920,Financial year,National,England,E92000001,Secondary,Grant funding,Total funds delegated by LA (I01 & I02),4443.51,5427
201920,Financial year,National,England,E92000001,Secondary,Grant funding,SEN funding (I03),100.21,122
201920,Financial year,National,England,E92000001,Secondary,Grant funding,Funding minority ethnic pupils (I04),1.7,2
201920,Financial year,National,England,E92000001,Secondary,Grant funding,Pupil premium (I05),205.42,251
201920,Financial year,National,England,E92000001,Secondary,Grant funding,Other government grants (I06),31.86,39
201920,Financial year,National,England,E92000001,Secondary,Grant funding,Other grants payments (I07),33.2,41
201920,Financial year,National,England,E92000001,Secondary,Self generated funding,Income from lettings (I08a),35.28,43
201920,Financial year,National,England,E92000001,Secondary,Self generated funding,Income from facilities services (I08b),76.24,93
201920,Financial year,National,England,E92000001,Secondary,Self generated funding,Total income from lettings facilities services (I08ab),111.52,136
201920,Financial year,National,England,E92000001,Secondary,Self generated funding,Income from catering (I09),66.09,81
201920,Financial year,National,England,E92000001,Secondary,Self generated funding,Receipts supply teacher insurance claims (I10),6.95,8
201920,Financial year,National,England,E92000001,Secondary,Self generated funding,Receipts other  insurance claims (I11),2.57,3
201920,Financial year,National,England,E92000001,Secondary,Self generated funding,Income contributions visits etc (I12),42.79,52
201920,Financial year,National,England,E92000001,Secondary,Self generated funding,Donations and/or private funds (I13),31.03,38
201920,Financial year,National,England,E92000001,Secondary,Grant funding,Pupil focussed extended school funding (I15),0.42,1
201920,Financial year,National,England,E92000001,Secondary,Grant funding,Community focussed school funding (I16),2.8,3
201920,Financial year,National,England,E92000001,Secondary,Self generated funding,Community focused facilities income (I17),6.39,8
201920,Financial year,National,England,E92000001,Secondary,Grant funding,Coronavirus Job Retention Scheme (I18a),x,x
201920,Financial year,National,England,E92000001,Secondary,Grant funding,Exceptional costs grant COVID-19 (I18b),x,x
201920,Financial year,National,England,E92000001,Secondary,Grant funding,Income COVID-19 catch up package (I18c),x,x
201920,Financial year,National,England,E92000001,Secondary,Grant funding,Other additional grants (I18d),15.32,19
201920,Financial year,National,England,E92000001,Secondary,Grant funding,Total additional grant (I18 total),15.32,19
201920,Financial year,National,England,E92000001,Secondary,Capital funding,Capital income (CI01),28.43,35
201920,Financial year,National,England,E92000001,Secondary,Capital funding,Capital voluntary private income (CI03),3.96,5
201920,Financial year,National,England,E92000001,Secondary,Capital funding,Capital direct revenue financing(CI04),11.83,14
201920,Financial year,National,England,E92000001,Secondary,Total income,Total grant funding,4834.44,5904
201920,Financial year,National,England,E92000001,Secondary,Total income,Total direct grants,4508.57,5506
201920,Financial year,National,England,E92000001,Secondary,Total income,Total community grants,18.13,22
201920,Financial year,National,England,E92000001,Secondary,Total income,Total targetted grants,307.74,376
201920,Financial year,National,England,E92000001,Secondary,Total income,Total self generated income,267.33,326
201920,Financial year,National,England,E92000001,Secondary,Total income,Total income,5087.63,6213
201920,Financial year,National,England,E92000001,Special,Grant funding,Funds delegated by LA Pre16 (I01),893.01,10720
201920,Financial year,National,England,E92000001,Special,Grant funding,Funds delegated by LA VIthForm (I02),42.27,4515
201920,Financial year,National,England,E92000001,Special,Grant funding,Total funds delegated by LA (I01 & I02),935.28,11228
201920,Financial year,National,England,E92000001,Special,Grant funding,SEN funding (I03),844.52,10138
201920,Financial year,National,England,E92000001,Special,Grant funding,Funding minority ethnic pupils (I04),low,low
201920,Financial year,National,England,E92000001,Special,Grant funding,Pupil premium (I05),43.28,520
201920,Financial year,National,England,E92000001,Special,Grant funding,Other government grants (I06),16.99,204
201920,Financial year,National,England,E92000001,Special,Grant funding,Other grants payments (I07),19.63,236
201920,Financial year,National,England,E92000001,Special,Self generated funding,Income from lettings (I08a),8.8,106
201920,Financial year,National,England,E92000001,Special,Self generated funding,Income from facilities services (I08b),44.78,538
201920,Financial year,National,England,E92000001,Special,Self generated funding,Total income from lettings facilities services (I08ab),53.58,643
201920,Financial year,National,England,E92000001,Special,Self generated funding,Income from catering (I09),7.46,90
201920,Financial year,National,England,E92000001,Special,Self generated funding,Receipts supply teacher insurance claims (I10),5.84,70
201920,Financial year,National,England,E92000001,Special,Self generated funding,Receipts other  insurance claims (I11),4.55,55
201920,Financial year,National,England,E92000001,Special,Self generated funding,Income contributions visits etc (I12),3.14,38
201920,Financial year,National,England,E92000001,Special,Self generated funding,Donations and/or private funds (I13),8.35,100
201920,Financial year,National,England,E92000001,Special,Grant funding,Pupil focussed extended school funding (I15),0.99,12
201920,Financial year,National,England,E92000001,Special,Grant funding,Community focussed school funding (I16),1.03,12
201920,Financial year,National,England,E92000001,Special,Self generated funding,Community focused facilities income (I17),1.42,17
201920,Financial year,National,England,E92000001,Special,Grant funding,Coronavirus Job Retention Scheme (I18a),x,x
201920,Financial year,National,England,E92000001,Special,Grant funding,Exceptional costs grant COVID-19 (I18b),x,x
201920,Financial year,National,England,E92000001,Special,Grant funding,Income COVID-19 catch up package (I18c),x,x
201920,Financial year,National,England,E92000001,Special,Grant funding,Other additional grants (I18d),13.05,157
201920,Financial year,National,England,E92000001,Special,Grant funding,Total additional grant (I18 total),13.05,157
201920,Financial year,National,England,E92000001,Special,Capital funding,Capital income (CI01),8.84,106
201920,Financial year,National,England,E92000001,Special,Capital funding,Capital voluntary private income (CI03),2.7,32
201920,Financial year,National,England,E92000001,Special,Capital funding,Capital direct revenue financing(CI04),8.5,102
201920,Financial year,National,England,E92000001,Special,Total income,Total grant funding,1874.77,22506
201920,Financial year,National,England,E92000001,Special,Total income,Total direct grants,971.9,11667
201920,Financial year,National,England,E92000001,Special,Total income,Total community grants,14.08,169
201920,Financial year,National,England,E92000001,Special,Total income,Total targetted grants,888.79,10670
201920,Financial year,National,England,E92000001,Special,Total income,Total self generated income,84.34,1012
201920,Financial year,National,England,E92000001,Special,Total income,Total income,1950.06,23410
202021,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Funds delegated by LA Pre16 (I01),18660.3,4955
202021,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Funds delegated by LA VIthForm (I02),415.89,4520
202021,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Total funds delegated by LA (I01 & I02),19076.19,5066
202021,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,SEN funding (I03),1627.14,432
202021,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Funding minority ethnic pupils (I04),16.8,4
202021,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Pupil premium (I05),1112.33,295
202021,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Other government grants (I06),83.16,22
202021,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Other grants payments (I07),130.22,35
202021,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Income from lettings (I08a),62.13,16
202021,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Income from facilities services (I08b),315.97,84
202021,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Total income from lettings facilities services (I08ab),378.1,100
202021,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Income from catering (I09),94.1,25
202021,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Receipts supply teacher insurance claims (I10),56.91,15
202021,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Receipts other  insurance claims (I11),25.9,7
202021,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Income contributions visits etc (I12),39.13,10
202021,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Donations and/or private funds (I13),95.63,25
202021,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Pupil focussed extended school funding (I15),14.93,4
202021,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Community focussed school funding (I16),45.29,12
202021,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Community focused facilities income (I17),38.06,10
202021,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Coronavirus Job Retention Scheme (I18a),20.79,6
202021,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Exceptional costs grant COVID-19 (I18b),71.96,19
202021,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Income COVID-19 catch up package (I18c),174.43,46
202021,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Other additional grants (I18d),661.39,176
202021,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Total additional grant (I18 total),928.58,247
202021,Financial year,National,England,E92000001,All LA maintained schools,Capital funding,Capital income (CI01),130.24,35
202021,Financial year,National,England,E92000001,All LA maintained schools,Capital funding,Capital voluntary private income (CI03),13.15,3
202021,Financial year,National,England,E92000001,All LA maintained schools,Capital funding,Capital direct revenue financing(CI04),83.45,22
202021,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total grant funding,23034.65,6117
202021,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total direct grants,19289.58,5122
202021,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total community grants,973.87,259
202021,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total targetted grants,2771.21,736
202021,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total self generated income,727.84,193
202021,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total income,23666.03,6284
202021,Financial year,National,England,E92000001,Nursery,Grant funding,Funds delegated by LA Pre16 (I01),207.92,8091
202021,Financial year,National,England,E92000001,Nursery,Grant funding,Funds delegated by LA VIthForm (I02),low,low
202021,Financial year,National,England,E92000001,Nursery,Grant funding,Total funds delegated by LA (I01 & I02),207.92,8091
202021,Financial year,National,England,E92000001,Nursery,Grant funding,SEN funding (I03),12.86,500
202021,Financial year,National,England,E92000001,Nursery,Grant funding,Funding minority ethnic pupils (I04),low,low
202021,Financial year,National,England,E92000001,Nursery,Grant funding,Pupil premium (I05),0.65,25
202021,Financial year,National,England,E92000001,Nursery,Grant funding,Other government grants (I06),4.77,186
202021,Financial year,National,England,E92000001,Nursery,Grant funding,Other grants payments (I07),5.23,204
202021,Financial year,National,England,E92000001,Nursery,Self generated funding,Income from lettings (I08a),2.82,110
202021,Financial year,National,England,E92000001,Nursery,Self generated funding,Income from facilities services (I08b),18.38,715
202021,Financial year,National,England,E92000001,Nursery,Self generated funding,Total income from lettings facilities services (I08ab),21.2,825
202021,Financial year,National,England,E92000001,Nursery,Self generated funding,Income from catering (I09),0.78,30
202021,Financial year,National,England,E92000001,Nursery,Self generated funding,Receipts supply teacher insurance claims (I10),0.49,19
202021,Financial year,National,England,E92000001,Nursery,Self generated funding,Receipts other  insurance claims (I11),0.6,24
202021,Financial year,National,England,E92000001,Nursery,Self generated funding,Income contributions visits etc (I12),1.46,57
202021,Financial year,National,England,E92000001,Nursery,Self generated funding,Donations and/or private funds (I13),1.51,59
202021,Financial year,National,England,E92000001,Nursery,Grant funding,Pupil focussed extended school funding (I15),1.46,57
202021,Financial year,National,England,E92000001,Nursery,Grant funding,Community focussed school funding (I16),7.01,273
202021,Financial year,National,England,E92000001,Nursery,Self generated funding,Community focused facilities income (I17),3.99,155
202021,Financial year,National,England,E92000001,Nursery,Grant funding,Coronavirus Job Retention Scheme (I18a),1.58,62
202021,Financial year,National,England,E92000001,Nursery,Grant funding,Exceptional costs grant COVID-19 (I18b),0.39,15
202021,Financial year,National,England,E92000001,Nursery,Grant funding,Income COVID-19 catch up package (I18c),0.09,4
202021,Financial year,National,England,E92000001,Nursery,Grant funding,Other additional grants (I18d),0.59,23
202021,Financial year,National,England,E92000001,Nursery,Grant funding,Total additional grant (I18 total),2.65,103
202021,Financial year,National,England,E92000001,Nursery,Capital funding,Capital income (CI01),2.15,84
202021,Financial year,National,England,E92000001,Nursery,Capital funding,Capital voluntary private income (CI03),0.03,1
202021,Financial year,National,England,E92000001,Nursery,Capital funding,Capital direct revenue financing(CI04),0.42,17
202021,Financial year,National,England,E92000001,Nursery,Total income,Total grant funding,242.56,9439
202021,Financial year,National,England,E92000001,Nursery,Total income,Total direct grants,217.92,8480
202021,Financial year,National,England,E92000001,Nursery,Total income,Total community grants,9.67,376
202021,Financial year,National,England,E92000001,Nursery,Total income,Total targetted grants,14.98,583
202021,Financial year,National,England,E92000001,Nursery,Total income,Total self generated income,30.02,1168
202021,Financial year,National,England,E92000001,Nursery,Total income,Total income,271.85,10578
202021,Financial year,National,England,E92000001,Primary,Grant funding,Funds delegated by LA Pre16 (I01),13147.61,4604
202021,Financial year,National,England,E92000001,Primary,Grant funding,Funds delegated by LA VIthForm (I02),low,low
202021,Financial year,National,England,E92000001,Primary,Grant funding,Total funds delegated by LA (I01 & I02),13147.61,4604
202021,Financial year,National,England,E92000001,Primary,Grant funding,SEN funding (I03),502.64,176
202021,Financial year,National,England,E92000001,Primary,Grant funding,Funding minority ethnic pupils (I04),15.21,5
202021,Financial year,National,England,E92000001,Primary,Grant funding,Pupil premium (I05),866.97,304
202021,Financial year,National,England,E92000001,Primary,Grant funding,Other government grants (I06),38.52,13
202021,Financial year,National,England,E92000001,Primary,Grant funding,Other grants payments (I07),64.85,23
202021,Financial year,National,England,E92000001,Primary,Self generated funding,Income from lettings (I08a),42.79,15
202021,Financial year,National,England,E92000001,Primary,Self generated funding,Income from facilities services (I08b),185.32,65
202021,Financial year,National,England,E92000001,Primary,Self generated funding,Total income from lettings facilities services (I08ab),228.11,80
202021,Financial year,National,England,E92000001,Primary,Self generated funding,Income from catering (I09),66.73,23
202021,Financial year,National,England,E92000001,Primary,Self generated funding,Receipts supply teacher insurance claims (I10),47.53,17
202021,Financial year,National,England,E92000001,Primary,Self generated funding,Receipts other  insurance claims (I11),18.36,6
202021,Financial year,National,England,E92000001,Primary,Self generated funding,Income contributions visits etc (I12),21.95,8
202021,Financial year,National,England,E92000001,Primary,Self generated funding,Donations and/or private funds (I13),67.42,24
202021,Financial year,National,England,E92000001,Primary,Grant funding,Pupil focussed extended school funding (I15),10.51,4
202021,Financial year,National,England,E92000001,Primary,Grant funding,Community focussed school funding (I16),35.62,12
202021,Financial year,National,England,E92000001,Primary,Self generated funding,Community focused facilities income (I17),28.27,10
202021,Financial year,National,England,E92000001,Primary,Grant funding,Coronavirus Job Retention Scheme (I18a),15.27,5
202021,Financial year,National,England,E92000001,Primary,Grant funding,Exceptional costs grant COVID-19 (I18b),52.56,18
202021,Financial year,National,England,E92000001,Primary,Grant funding,Income COVID-19 catch up package (I18c),129.11,45
202021,Financial year,National,England,E92000001,Primary,Grant funding,Other additional grants (I18d),619.82,217
202021,Financial year,National,England,E92000001,Primary,Grant funding,Total additional grant (I18 total),816.76,286
202021,Financial year,National,England,E92000001,Primary,Capital funding,Capital income (CI01),75.08,26
202021,Financial year,National,England,E92000001,Primary,Capital funding,Capital voluntary private income (CI03),5.67,2
202021,Financial year,National,England,E92000001,Primary,Capital funding,Capital direct revenue financing(CI04),50.95,18
202021,Financial year,National,England,E92000001,Primary,Total income,Total grant funding,15498.7,5428
202021,Financial year,National,England,E92000001,Primary,Total income,Total direct grants,13250.98,4641
202021,Financial year,National,England,E92000001,Primary,Total income,Total community grants,852.38,299
202021,Financial year,National,England,E92000001,Primary,Total income,Total targetted grants,1395.34,489
202021,Financial year,National,England,E92000001,Primary,Total income,Total self generated income,478.38,168
202021,Financial year,National,England,E92000001,Primary,Total income,Total income,15919.81,5575
202021,Financial year,National,England,E92000001,PRU,Grant funding,Funds delegated by LA Pre16 (I01),206.41,16395
202021,Financial year,National,England,E92000001,PRU,Grant funding,Funds delegated by LA VIthForm (I02),0.09,671
202021,Financial year,National,England,E92000001,PRU,Grant funding,Total funds delegated by LA (I01 & I02),206.5,16402
202021,Financial year,National,England,E92000001,PRU,Grant funding,SEN funding (I03),118.58,9419
202021,Financial year,National,England,E92000001,PRU,Grant funding,Funding minority ethnic pupils (I04),low,low
202021,Financial year,National,England,E92000001,PRU,Grant funding,Pupil premium (I05),7.51,597
202021,Financial year,National,England,E92000001,PRU,Grant funding,Other government grants (I06),2.62,208
202021,Financial year,National,England,E92000001,PRU,Grant funding,Other grants payments (I07),12.53,995
202021,Financial year,National,England,E92000001,PRU,Self generated funding,Income from lettings (I08a),1.75,139
202021,Financial year,National,England,E92000001,PRU,Self generated funding,Income from facilities services (I08b),19.55,1553
202021,Financial year,National,England,E92000001,PRU,Self generated funding,Total income from lettings facilities services (I08ab),21.3,1692
202021,Financial year,National,England,E92000001,PRU,Self generated funding,Income from catering (I09),0.07,5
202021,Financial year,National,England,E92000001,PRU,Self generated funding,Receipts supply teacher insurance claims (I10),0.55,44
202021,Financial year,National,England,E92000001,PRU,Self generated funding,Receipts other  insurance claims (I11),0.48,38
202021,Financial year,National,England,E92000001,PRU,Self generated funding,Income contributions visits etc (I12),0.1,8
202021,Financial year,National,England,E92000001,PRU,Self generated funding,Donations and/or private funds (I13),0.45,36
202021,Financial year,National,England,E92000001,PRU,Grant funding,Pupil focussed extended school funding (I15),low,low
202021,Financial year,National,England,E92000001,PRU,Grant funding,Community focussed school funding (I16),0.22,17
202021,Financial year,National,England,E92000001,PRU,Self generated funding,Community focused facilities income (I17),0.97,77
202021,Financial year,National,England,E92000001,PRU,Grant funding,Coronavirus Job Retention Scheme (I18a),0.06,5
202021,Financial year,National,England,E92000001,PRU,Grant funding,Exceptional costs grant COVID-19 (I18b),0.83,66
202021,Financial year,National,England,E92000001,PRU,Grant funding,Income COVID-19 catch up package (I18c),2.08,166
202021,Financial year,National,England,E92000001,PRU,Grant funding,Other additional grants (I18d),1.68,134
202021,Financial year,National,England,E92000001,PRU,Grant funding,Total additional grant (I18 total),4.66,370
202021,Financial year,National,England,E92000001,PRU,Capital funding,Capital income (CI01),1.37,109
202021,Financial year,National,England,E92000001,PRU,Capital funding,Capital voluntary private income (CI03),low,low
202021,Financial year,National,England,E92000001,PRU,Capital funding,Capital direct revenue financing(CI04),1.11,88
202021,Financial year,National,England,E92000001,PRU,Total income,Total grant funding,352.62,28008
202021,Financial year,National,England,E92000001,PRU,Total income,Total direct grants,221.65,17605
202021,Financial year,National,England,E92000001,PRU,Total income,Total community grants,4.88,387
202021,Financial year,National,England,E92000001,PRU,Total income,Total targetted grants,126.1,10016
202021,Financial year,National,England,E92000001,PRU,Total income,Total self generated income,23.92,1900
202021,Financial year,National,England,E92000001,PRU,Total income,Total income,375.25,29805
202021,Financial year,National,England,E92000001,Secondary,Grant funding,Funds delegated by LA Pre16 (I01),4154.08,5275
202021,Financial year,National,England,E92000001,Secondary,Grant funding,Funds delegated by LA VIthForm (I02),381.2,4645
202021,Financial year,National,England,E92000001,Secondary,Grant funding,Total funds delegated by LA (I01 & I02),4535.28,5759
202021,Financial year,National,England,E92000001,Secondary,Grant funding,SEN funding (I03),110.05,140
202021,Financial year,National,England,E92000001,Secondary,Grant funding,Funding minority ethnic pupils (I04),1.54,2
202021,Financial year,National,England,E92000001,Secondary,Grant funding,Pupil premium (I05),194.15,247
202021,Financial year,National,England,E92000001,Secondary,Grant funding,Other government grants (I06),20.68,26
202021,Financial year,National,England,E92000001,Secondary,Grant funding,Other grants payments (I07),28.98,37
202021,Financial year,National,England,E92000001,Secondary,Self generated funding,Income from lettings (I08a),11.59,15
202021,Financial year,National,England,E92000001,Secondary,Self generated funding,Income from facilities services (I08b),53.68,68
202021,Financial year,National,England,E92000001,Secondary,Self generated funding,Total income from lettings facilities services (I08ab),65.27,83
202021,Financial year,National,England,E92000001,Secondary,Self generated funding,Income from catering (I09),22.01,28
202021,Financial year,National,England,E92000001,Secondary,Self generated funding,Receipts supply teacher insurance claims (I10),4.59,6
202021,Financial year,National,England,E92000001,Secondary,Self generated funding,Receipts other  insurance claims (I11),3.08,4
202021,Financial year,National,England,E92000001,Secondary,Self generated funding,Income contributions visits etc (I12),14.49,18
202021,Financial year,National,England,E92000001,Secondary,Self generated funding,Donations and/or private funds (I13),19.83,25
202021,Financial year,National,England,E92000001,Secondary,Grant funding,Pupil focussed extended school funding (I15),0.35,0
202021,Financial year,National,England,E92000001,Secondary,Grant funding,Community focussed school funding (I16),1.99,3
202021,Financial year,National,England,E92000001,Secondary,Self generated funding,Community focused facilities income (I17),3.33,4
202021,Financial year,National,England,E92000001,Secondary,Grant funding,Coronavirus Job Retention Scheme (I18a),3.56,5
202021,Financial year,National,England,E92000001,Secondary,Grant funding,Exceptional costs grant COVID-19 (I18b),13.49,17
202021,Financial year,National,England,E92000001,Secondary,Grant funding,Income COVID-19 catch up package (I18c),31.71,40
202021,Financial year,National,England,E92000001,Secondary,Grant funding,Other additional grants (I18d),25.58,32
202021,Financial year,National,England,E92000001,Secondary,Grant funding,Total additional grant (I18 total),74.33,94
202021,Financial year,National,England,E92000001,Secondary,Capital funding,Capital income (CI01),43.42,55
202021,Financial year,National,England,E92000001,Secondary,Capital funding,Capital voluntary private income (CI03),4.77,6
202021,Financial year,National,England,E92000001,Secondary,Capital funding,Capital direct revenue financing(CI04),16.97,22
202021,Financial year,National,England,E92000001,Secondary,Total income,Total grant funding,4967.36,6307
202021,Financial year,National,England,E92000001,Secondary,Total income,Total direct grants,4584.94,5822
202021,Financial year,National,England,E92000001,Secondary,Total income,Total community grants,76.32,97
202021,Financial year,National,England,E92000001,Secondary,Total income,Total targetted grants,306.09,389
202021,Financial year,National,England,E92000001,Secondary,Total income,Total self generated income,132.6,168
202021,Financial year,National,England,E92000001,Secondary,Total income,Total income,5077.91,6448
202021,Financial year,National,England,E92000001,Special,Grant funding,Funds delegated by LA Pre16 (I01),944.29,11165
202021,Financial year,National,England,E92000001,Special,Grant funding,Funds delegated by LA VIthForm (I02),34.6,3526
202021,Financial year,National,England,E92000001,Special,Grant funding,Total funds delegated by LA (I01 & I02),978.89,11575
202021,Financial year,National,England,E92000001,Special,Grant funding,SEN funding (I03),883.01,10441
202021,Financial year,National,England,E92000001,Special,Grant funding,Funding minority ethnic pupils (I04),0.05,1
202021,Financial year,National,England,E92000001,Special,Grant funding,Pupil premium (I05),43.04,509
202021,Financial year,National,England,E92000001,Special,Grant funding,Other government grants (I06),16.56,196
202021,Financial year,National,England,E92000001,Special,Grant funding,Other grants payments (I07),18.63,220
202021,Financial year,National,England,E92000001,Special,Self generated funding,Income from lettings (I08a),3.19,38
202021,Financial year,National,England,E92000001,Special,Self generated funding,Income from facilities services (I08b),39.03,462
202021,Financial year,National,England,E92000001,Special,Self generated funding,Total income from lettings facilities services (I08ab),42.22,499
202021,Financial year,National,England,E92000001,Special,Self generated funding,Income from catering (I09),4.51,53
202021,Financial year,National,England,E92000001,Special,Self generated funding,Receipts supply teacher insurance claims (I10),3.75,44
202021,Financial year,National,England,E92000001,Special,Self generated funding,Receipts other  insurance claims (I11),3.38,40
202021,Financial year,National,England,E92000001,Special,Self generated funding,Income contributions visits etc (I12),1.14,14
202021,Financial year,National,England,E92000001,Special,Self generated funding,Donations and/or private funds (I13),6.42,76
202021,Financial year,National,England,E92000001,Special,Grant funding,Pupil focussed extended school funding (I15),2.61,31
202021,Financial year,National,England,E92000001,Special,Grant funding,Community focussed school funding (I16),0.46,5
202021,Financial year,National,England,E92000001,Special,Self generated funding,Community focused facilities income (I17),1.5,18
202021,Financial year,National,England,E92000001,Special,Grant funding,Coronavirus Job Retention Scheme (I18a),0.32,4
202021,Financial year,National,England,E92000001,Special,Grant funding,Exceptional costs grant COVID-19 (I18b),4.69,55
202021,Financial year,National,England,E92000001,Special,Grant funding,Income COVID-19 catch up package (I18c),11.43,135
202021,Financial year,National,England,E92000001,Special,Grant funding,Other additional grants (I18d),13.73,162
202021,Financial year,National,England,E92000001,Special,Grant funding,Total additional grant (I18 total),30.17,357
202021,Financial year,National,England,E92000001,Special,Capital funding,Capital income (CI01),8.23,97
202021,Financial year,National,England,E92000001,Special,Capital funding,Capital voluntary private income (CI03),2.68,32
202021,Financial year,National,England,E92000001,Special,Capital funding,Capital direct revenue financing(CI04),13.99,165
202021,Financial year,National,England,E92000001,Special,Total income,Total grant funding,1973.41,23334
202021,Financial year,National,England,E92000001,Special,Total income,Total direct grants,1014.08,11991
202021,Financial year,National,England,E92000001,Special,Total income,Total community grants,30.63,362
202021,Financial year,National,England,E92000001,Special,Total income,Total targetted grants,928.7,10981
202021,Financial year,National,England,E92000001,Special,Total income,Total self generated income,62.91,744
202021,Financial year,National,England,E92000001,Special,Total income,Total income,2021.21,23899
202122,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Funds delegated by LA Pre16 (I01),18605.31,5103
202122,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Funds delegated by LA VIthForm (I02),443.61,4822
202122,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Total funds delegated by LA (I01 & I02),19048.92,5224
202122,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,SEN funding (I03),1730.83,475
202122,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Funding minority ethnic pupils (I04),16.72,5
202122,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Pupil premium (I05),1096.96,301
202122,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Other government grants (I06),83.52,23
202122,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Other grants payments (I07),141.13,39
202122,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Income from lettings (I08a),135.33,37
202122,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Income from facilities services (I08b),409.87,112
